Time,TRABUCO,SULPHURCREEK,ELTORO,PALISADES,LAGUNABEACH,OCEANINSTITUTE,TUCKER,DANAPOINT,,,,
11/27/2022 0:00,0,0,0,0,0,0,0,,,,,
11/28/2022 0:00,0,0,0,0,0,0,0,,,,,
11/29/2022 0:00,0,0,0,0,0,0,0,,,,,
11/30/2022 0:00,0,0,0,0,0,0,0,,,,,
12/1/2022 0:00,0,0,0,0,0,0,0,,,,,
12/2/2022 0:00,0,0,0,0,0,0,0,,,,,
12/3/2022 0:00,0.02,0,0,0,0,0,0.03,,,,,
12/4/2022 0:00,0,0,0,0,0,0,0,,,,,
12/5/2022 0:00,0.04,0.02,0.02,0,0.01,0,0.08,,,,,
12/6/2022 0:00,0.04,0.03,0.02,0.01,0,0,0.11,,,,,
12/7/2022 0:00,0.03,0,0.01,0,0,0,0.03,,,,,
12/8/2022 0:00,0,0.09,0.03,0.11,0.26,0.12,0.01,,,,,
12/9/2022 0:00,0,0,0.01,0,0,0,0,,,,,
12/10/2022 0:00,0,0,0,0,0,0,0,,,,,
12/11/2022 0:00,0,0,0,0,0,0,0.01,,,,,
12/12/2022 0:00,1.32,1.2,1.09,1.43,0.82,1.18,1.7,,,,,
12/13/2022 0:00,0.58,0.54,0.43,0.71,0.36,0.35,0.55,,,,,
12/14/2022 0:00,0,0,0.01,0,0,0,0,,,,,
12/15/2022 0:00,0,0,0,0,0,0,0.01,,,,,
12/16/2022 0:00,0,0,0,0,0,0,0,,,,,
12/17/2022 0:00,0,0,0,0,0,0,0,,,,,
12/18/2022 0:00,0,0,0,0,0,0,0,,,,,
12/19/2022 0:00,0,0,0,0,0,0,0,,,,,
12/20/2022 0:00,0,0,0,0,0,0,0,,,,,
12/21/2022 0:00,0,0,0,0,0,0,0,,,,,
12/22/2022 0:00,0,0,0,0,0,0,0,,,,,
12/23/2022 0:00,0,0,0,0,0,0,0,,,,,
12/24/2022 0:00,0,0,0,0,0,0,0,,,,,
12/25/2022 0:00,0,0,0,0,0,0,0,,,,,
12/26/2022 0:00,0,0,0,0,0,0,0,,,,,
12/27/2022 0:00,0,0,0,0,0,0,0,,,,,
12/28/2022 0:00,0.39,0.45,0.38,0.35,0.43,0.35,0.47,,,,,
12/29/2022 0:00,0.14,0.16,0.11,0.17,0.13,0.16,0.13,,,,,
12/30/2022 0:00,0,0,0,0,0,0,0,,,,,
12/31/2022 0:00,0.08,0.03,0.04,0.06,0.07,0.04,0.11,,,,,
1/1/2023 0:00,1.24,1.23,1.07,0.6,1.02,0.94,1.73,,,,,
1/2/2023 0:00,0.74,0.48,0.58,0.34,0.36,0.39,1.01,,,,,
1/3/2023 0:00,0.08,0.02,0.02,0,0,0,0.1,,,,,
1/4/2023 0:00,0.42,0.38,0.3,0.23,0.22,0.31,0.34,,,,,
1/5/2023 0:00,0.38,0.14,0.21,0.08,0.09,0.12,0.58,,,,,
1/6/2023 0:00,1.04,1.06,0.97,0.78,0.94,0.79,1.21,,,,,
1/7/2023 0:00,0,0.01,0.01,0,0,0,0,,,,,
1/8/2023 0:00,0,0,0,0,0.01,0,0.01,,,,,
1/9/2023 0:00,0,0,0,0,0,0,0,,,,,
1/10/2023 0:00,0.22,0.05,0.14,0.02,0.02,0,0.17,,,,,
1/11/2023 0:00,1.53,1.15,1.07,0.76,0.97,1.14,1.43,,,,,
1/12/2023 0:00,0.01,0.01,0.01,0.01,0.01,0,0,,,,,
1/13/2023 0:00,0,0,0,0,0,0,0.01,,,,,
1/14/2023 0:00,0,0,0,0,0,0,0,,,,,
1/15/2023 0:00,2.37,2.04,1.75,1.99,1.61,1.93,2.54,,,,,
1/16/2023 0:00,1.15,0.69,1.12,0.68,0.58,0.67,0.9,,,,,
1/17/2023 0:00,1.43,0.7,0.93,0.49,0.5,0.63,1.53,,,,,
1/18/2023 0:00,0.05,0.06,0,0.02,0.02,0,0.06,,,,,
1/19/2023 0:00,0,0,0,0,0,0,0.01,,,,,
1/20/2023 0:00,0.15,0.04,0.13,0.27,0.05,0.2,0.09,,,,,
1/21/2023 0:00,0.01,0.01,0.01,0,0,0,0,,,,,
1/22/2023 0:00,0,0,0,0,0,0,0.01,,,,,
1/23/2023 0:00,0,0,0,0,0,0,0,,,,,
1/24/2023 0:00,0,0,0,0,0,0,0,,,,,
1/25/2023 0:00,0,0,0,0,0,0,0,,,,,
1/26/2023 0:00,0,0,0,0,0,0,0,,,,,
1/27/2023 0:00,0,0,0,0,0,0,0,,,,,
1/28/2023 0:00,0,0,0,0,0,0,0,,,,,
1/29/2023 0:00,0,0,0,0,0,0,0,,,,,
1/30/2023 0:00,0.14,0.1,0.2,0.01,0.09,0,0.18,,,,,
1/31/2023 0:00,0.39,0.47,0.23,0.43,0.48,0.51,0.27,,,,,
2/1/2023 0:00,0.01,0.01,0.01,0,0,0,0,,,,,
2/2/2023 0:00,0,0,0,0,0.01,0,0,,,,,
2/3/2023 0:00,0,0,0,0,0,0,0,,,,,
2/4/2023 0:00,0,0,0,0,0,0,0,,,,,
2/5/2023 0:00,0,0,0,0,0,0,0,,,,,
2/6/2023 0:00,0,0,0,0,0,0,0,,,,,
2/7/2023 0:00,0,0,0,0,0,0,0,,,,,
2/8/2023 0:00,0,0,0,0,0,0,0,,,,,
2/9/2023 0:00,0,0,0,0,0,0,0,,,,,
2/10/2023 0:00,0,0,0,0,0,0,0,,,,,
2/11/2023 0:00,0,0,0,0,0,0,0,,,,,
2/12/2023 0:00,0,0,0,0,0,0,0,,,,,
2/13/2023 0:00,0,0,0,0,0,0,0,,,,,
2/14/2023 0:00,0.03,0,0.01,0,0,0,0.02,,,,,
2/15/2023 0:00,0.07,0.01,0.02,0,0,0,0.08,,,,,
2/16/2023 0:00,0,0,0,0,0,0,0.01,,,,,
2/17/2023 0:00,0,0,0,0,0,0,0,,,,,
2/18/2023 0:00,0,0,0,0,0,0,0,,,,,
2/19/2023 0:00,0,0,0,0,0,0,0,,,,,
2/20/2023 0:00,0,0,0,0,0,0,0,,,,,
2/21/2023 0:00,0,0,0,0,0,0,0,,,,,
2/22/2023 0:00,0.05,0.01,0.02,0.01,0.01,0,0.12,,,,,
2/23/2023 0:00,0,0,0,0,0,0,0.01,,,,,
2/24/2023 0:00,0.4,0.22,0.17,0.17,0.15,0.43,0.68,,,,,
2/25/2023 0:00,1.02,0.41,0.89,0.1,0.49,0.08,1.39,,,,,
2/26/2023 0:00,2.47,2.24,2.1,2.3,2.25,2.17,2.31,,,,,
2/27/2023 0:00,0.07,0.12,0.03,0,0.11,0.04,0.06,,,,,
2/28/2023 0:00,0.17,0.19,0.11,0.14,0.12,0.08,0.38,,,,,
3/1/2023 0:00,0.42,0.28,0.35,0.33,0.22,0.2,0.44,,,,,
3/2/2023 0:00,0.68,0.28,0.5,0.46,0.23,0.28,0.75,,,,,
3/3/2023 0:00,0,0,0,0,0,0,0,,,,,
3/4/2023 0:00,0,0,0,0,0,0,0,,,,,
3/5/2023 0:00,0,0,0,0,0,0,0,,,,,
3/6/2023 0:00,0.01,0.01,0.04,0.05,0,0,0.01,,,,,
3/7/2023 0:00,0.03,0.01,0.01,0.01,0.02,0,0,,,,,
3/8/2023 0:00,0,0,0,0,0,0,0,,,,,
3/9/2023 0:00,0,0,0,0,0,0,0,,,,,
3/10/2023 0:00,0,0,0,0,0,0,0,,,,,
3/11/2023 0:00,1.38,0.92,0.84,0.78,0.66,0.67,1.09,,,,,
3/12/2023 0:00,0.24,0.11,0.1,0.19,0.16,0.16,0.24,,,,,
3/13/2023 0:00,0.01,0,0.02,0.01,0.01,0,0,,,,,
3/14/2023 0:00,0,0,0,0,0,0,0,,,,,
3/15/2023 0:00,1.14,1.42,1.13,1.3,1.4,0.98,1.19,,,,,
3/16/2023 0:00,2,1.6,1.48,1.82,1.4,1.81,1.94,,,,,
3/17/2023 0:00,0,0.01,0,0.01,0.01,0,0.02,,,,,
3/18/2023 0:00,0.01,0,0,0,0,0,0,,,,,
3/19/2023 0:00,0,0,0,0,0,0,0,,,,,
3/20/2023 0:00,0.14,0.05,0.05,0.07,0.01,0,0.21,,,,,
3/21/2023 0:00,0.18,0.16,0.16,0.15,0.16,0.16,0.39,,,,,
3/22/2023 0:00,1.83,1.48,1.66,1.49,1.16,0.87,2.23,,,,,
3/23/2023 0:00,0.56,0.1,0.17,0.17,0.1,0.16,0.57,,,,,
3/24/2023 0:00,0.02,0.11,0.06,0.23,0.18,0.39,0.08,,,,,
3/25/2023 0:00,0,0,0,0,0,0,0,,,,,
3/26/2023 0:00,0,0,0,0,0,0,0,,,,,
3/27/2023 0:00,0,0,0,0,0,0,0,,,,,
3/28/2023 0:00,0,0,0,0,0,0,0,,,,,
3/29/2023 0:00,0,0,0,0,0,0,0,,,,,
3/30/2023 0:00,0.68,0.78,0.62,0.57,0.94,0.55,0.7,,,,,
3/31/2023 0:00,0.28,0.05,0.11,0.14,0.09,0.16,0.53,,,,,
4/1/2023 0:00,0.01,0,0,0,0,0,0.01,,,,,
4/2/2023 0:00,0,0,0,0,0,0,0,,,,,
4/3/2023 0:00,0,0,0,0,0,0,0,,,,,
4/4/2023 0:00,0,0,0,0,0.01,0,0,,,,,
4/5/2023 0:00,0,0,0,0,0,0,0,,,,,
4/6/2023 0:00,0,0,0,0,0,0,0,,,,,
4/7/2023 0:00,0,0,0,0,0,0,0,,,,,
4/8/2023 0:00,0,0,0,0,0,0,0,,,,,
4/9/2023 0:00,0,0,0,0,0,0,0,,,,,
4/10/2023 0:00,0,0,0,0,0,0,0,,,,,
4/11/2023 0:00,0,0,0,0.01,0,0,0,,,,,
4/12/2023 0:00,0,0,0,0,0,0,0,,,,,
4/13/2023 0:00,0.02,0,0,0.05,0.02,0,0.08,,,,,
4/14/2023 0:00,0.09,0.03,0.04,0.08,0.16,0.08,0.37,,,,,
4/15/2023 0:00,0,0,0,0,0,0,0,,,,,
4/16/2023 0:00,0,0,0,0,0,0,0,,,,,
4/17/2023 0:00,0,0,0,0,0,0,0,,,,,
4/18/2023 0:00,0,0,0,0.01,0,0,0.01,,,,,
4/19/2023 0:00,0.04,0,0,0,0,0,0.03,,,,,
4/20/2023 0:00,0,0,0,0,0,0,0,,,,,
4/21/2023 0:00,0,0,0,0,0,0,0,,,,,
4/22/2023 0:00,0,0,0,0,0,0,0,,,,,
4/23/2023 0:00,0,0,0,0,0,0,0,,,,,
4/24/2023 0:00,0,0,0,0,0,0,0,,,,,
4/25/2023 0:00,0,0,0,0,0,0,0,,,,,
4/26/2023 0:00,0,0,0,0,0,0,0,,,,,
4/27/2023 0:00,0,0,0,0,0,0,0,,,,,
4/28/2023 0:00,0,0,0,0,0,0,0,,,,,
4/29/2023 0:00,0,0,0,0,0,0,0,,,,,
4/30/2023 0:00,0,0,0,0,0,0,0,,,,,
5/1/2023 0:00,0,0,0,0,0,0,0,,,,,
5/2/2023 0:00,0.01,0,0,0.03,0.03,0,0.05,,,,,
5/3/2023 0:00,0.02,0,0,0.02,0,0,0.09,,,,,
5/4/2023 0:00,0.05,0,0,0,0,0.04,0.04,,,,,
5/5/2023 0:00,0.5,0.45,0.79,0.37,0.16,0.08,0.75,,,,,
5/6/2023 0:00,0.05,0,0.03,0.12,0.06,0.04,0.2,,,,,
5/7/2023 0:00,0,0,0,0,0,0,0,,,,,
5/8/2023 0:00,0,0,0,0,0,0,0,,,,,
5/9/2023 0:00,0,0,0,0,0,0,0,,,,,
5/10/2023 0:00,0,0,0.01,0,0,0,0.01,,,,,
5/11/2023 0:00,0.02,0,0,0.01,0,0,0.02,,,,,
5/12/2023 0:00,0,0,0,0,0,0,0,,,,,
5/13/2023 0:00,0,0,0,0,0,0,0,,,,,
5/14/2023 0:00,0,0,0,0,0,0,0,,,,,
5/15/2023 0:00,0,0,0,0,0,0,0,,,,,
5/16/2023 0:00,0,0,0,0,0,0,0,,,,,
5/17/2023 0:00,0,0,0,0,0,0,0,,,,,
5/18/2023 0:00,0,0,0,0,0,0,0,,,,,
5/19/2023 0:00,0,0,0,0,0,0,0,,,,,
5/20/2023 0:00,0,0,0,0.01,0,0,0,,,,,
5/21/2023 0:00,0,0,0.01,0.01,0.02,0,0,,,,,
5/22/2023 0:00,0,0,0.01,0,0,0,0,,,,,
5/23/2023 0:00,0,0.01,0.01,0.02,0,0,0,,,,,
5/24/2023 0:00,0.12,0.02,0.02,0.03,0.05,0,0.03,,,,,
5/25/2023 0:00,0.09,0.01,0.06,0.03,0.02,0,0.1,,,,,
5/26/2023 0:00,0,0,0,0,0,0,0.01,,,,,
5/27/2023 0:00,0.02,0,0,0,0,0,0.01,,,,,
5/28/2023 0:00,0,0,0,0,0,0,0,,,,,
5/29/2023 0:00,0,0,0,0,0,0,0.01,,,,,
5/30/2023 0:00,0.15,0.01,0.01,0.01,0,0,0.16,,,,,
5/31/2023 0:00,0.03,0.07,0.02,0.12,0.06,0.12,0.04,,,,,
6/1/2023 0:00,0.03,0,0,0.01,0,0,0,,,,,
6/2/2023 0:00,0,0,0,0.02,0.09,0.04,0.01,,,,,
6/3/2023 0:00,0,0,0,0.05,0,0,0,,,,,
6/4/2023 0:00,0,0,0.02,0,0,0,0,,,,,
6/5/2023 0:00,0.01,0,0,0,0,0,0,,,,,
6/6/2023 0:00,0.07,0,0.04,0,0.01,0,0.03,,,,,
6/7/2023 0:00,0,0,0,0,0,0,0,,,,,
6/8/2023 0:00,0,0,0,0,0,0,0,,,,,
6/9/2023 0:00,0,0,0,0,0,0,0,,,,,
6/10/2023 0:00,0,0,0,0,0,0,0,,,,,
6/11/2023 0:00,0.06,0,0.01,0,0,0,0.09,,,,,
6/12/2023 0:00,0.02,0,0,0,0,0,0.4,,,,,
6/13/2023 0:00,0,0,0,0.04,0.07,0.12,0.01,,,,,
6/14/2023 0:00,0,0,0,0,0,0,0,,,,,
6/15/2023 0:00,0,0,0,0,0,0,0,,,,,
6/16/2023 0:00,0.03,0.02,0,0.03,0.05,0,0.06,,,,,
6/17/2023 0:00,0,0,0,0,0,0,0.01,,,,,
6/18/2023 0:00,0,0,0,0,0,0,0,,,,,
6/19/2023 0:00,0,0,0,0,0,0,0,,,,,
6/20/2023 0:00,0,0,0,0,0,0,0,,,,,
6/21/2023 0:00,0,0,0,0,0,0,0,,,,,
6/22/2023 0:00,0,0,0,0,0,0,0,,,,,
6/23/2023 0:00,0,0,0,0,0,,0,,,,,
6/24/2023 0:00,0,0,0,0,0,,0,,,,,
6/25/2023 0:00,0,0,0,0,0,,0,,,,,
6/26/2023 0:00,0,0,0,0,0,,0,,,,,
6/27/2023 0:00,0,0,0,0,0,,0,,,,,
6/28/2023 0:00,0,0,0,0,0,0,0,,,,,
6/29/2023 0:00,0,0,0,0,0,0,0,,,,,
6/30/2023 0:00,0,0,0,0,0,0,0,,,,,
7/1/2023 0:00,0,0,0,0,0,0,0,,,,,
7/2/2023 0:00,0,0,0,0,0,0,0,,,,,
7/3/2023 0:00,0,0,0,0,0,0,0,,,,,
7/4/2023 0:00,0,0,0,0,0,0,0,,,,,
7/5/2023 0:00,0,0,0,0,0,0,0,,,,,
7/6/2023 0:00,0,0,0,0,0,0,0,,,,,
7/7/2023 0:00,0,0,0,0,0,0,0,,,,,
7/8/2023 0:00,0,0,0,0,0,0,0,,,,,
7/9/2023 0:00,0,0,0,0,0,0,0,,,,,
7/10/2023 0:00,0,0,0,0,0,0,0,,,,,
7/11/2023 0:00,0,0,0,0,0,0,0,,,,,
7/12/2023 0:00,0,0,0,0,0,0,0,,,,,
7/13/2023 0:00,0,0,0,0,0,0,0,,,,,
7/14/2023 0:00,0,0,0,0,0,0,0,,,,,
7/15/2023 0:00,0,0,0,0,0,0,0,,,,,
7/16/2023 0:00,0,0,0,0,0,0,0,,,,,
7/17/2023 0:00,0,0,0,0,0,0,0,,,,,
7/18/2023 0:00,0,0,0,0,0,0,0,,,,,
7/19/2023 0:00,0,0,0,0,0,0,0,,,,,
7/20/2023 0:00,0,0,0,0,0,0,0,,,,,
7/21/2023 0:00,0,0,0,0,0,0,0,,,,,
7/22/2023 0:00,0,0,0,0,0,0,0,,,,,
7/23/2023 0:00,0,0,0,0,0,0,0,,,,,
7/24/2023 0:00,0,0,0,0,0,0,0,,,,,
7/25/2023 0:00,0,0,0,0,0,0,0,,,,,
7/26/2023 0:00,0,0,0,0,0,0,0,,,,,
7/27/2023 0:00,0,0,0,0,0,0,0,,,,,
7/28/2023 0:00,0,0,0,0,0,0,0,,,,,
7/29/2023 0:00,0,0,0,0,0,0,0,,,,,
7/30/2023 0:00,0,0,0,0,0,0,0,,,,,
7/31/2023 0:00,0,0,0,0,0,0,0,,,,,
8/1/2023 0:00,0,0,0,0,0,0,0,,,,,
8/2/2023 0:00,0,0,0,0,0,0,0,,,,,
8/3/2023 0:00,0,0,0,0,0,0,0,,,,,
8/4/2023 0:00,0,0,0,0,0,0,0,,,,,
8/5/2023 0:00,0,0,0,0,0,0,0,,,,,
8/6/2023 0:00,0,0,0,0,0,0,0,,,,,
8/7/2023 0:00,0,0,0,0,0,0,0,,,,,
8/8/2023 0:00,0,0,0,0,0,0,0,,,,,
8/9/2023 0:00,0,0,0,0,0,0,0,,,,,
8/10/2023 0:00,0,0,0,0,0,0,0,,,,,
8/11/2023 0:00,0.03,0.01,0.01,0.03,0.01,0,0.01,,,,,
8/12/2023 0:00,0,0,0,0.04,0,0,0,,,,,
8/13/2023 0:00,0,0,0,0,0,0,0,,,,,
8/14/2023 0:00,0,0,0,0,0,0,0,,,,,
8/15/2023 0:00,0,0,0,0,0,0,0,,,,,
8/16/2023 0:00,0,0,0,0,0,0,0,,,,,
8/17/2023 0:00,0,0.01,0.01,0,0.01,0,0,,,,,
8/18/2023 0:00,0,0,0,0,0,0,0,,,,,
8/19/2023 0:00,0,0,0,0,0,0,0,,,,,
8/20/2023 0:00,0,0,0,0,0,0,0,,,,,
8/21/2023 0:00,2.68,2.27,2.38,2.35,2.17,2.13,3.05,,,,,
8/22/2023 0:00,0.18,0.11,0.13,0.12,0.06,0.28,0.27,,,,,
8/23/2023 0:00,0,0,0,0,0,0,0,,,,,
8/24/2023 0:00,0,0,0,0,0,0,0,,,,,
8/25/2023 0:00,0,0,0,0,0,0,0,,,,,
8/26/2023 0:00,0,0,0,0,0,0,0,,,,,
8/27/2023 0:00,0,0,0,0,0,0,0,,,,,
8/28/2023 0:00,0,0,0,0,0,0,0,,,,,
8/29/2023 0:00,0,0,0,0,0,0,0,,,,,
8/30/2023 0:00,0,0,0,0,0,0,0,,,,,
8/31/2023 0:00,0,0,0,0,0,0,0,,,,,
9/1/2023 0:00,0,0,0,0,0,0,0,,,,,
9/2/2023 0:00,0,0,0,0,0,0,0,,,,,
9/3/2023 0:00,0.09,0.02,0.01,0.02,0.01,0,0.12,,,,,
9/4/2023 0:00,0,0,0,0,0,0,0.01,,,,,
9/5/2023 0:00,0,0,0,0,0,0,0,,,,,
9/6/2023 0:00,0,0,0,0,0,0,0,,,,,
9/7/2023 0:00,0.01,0,0,0,0,0,0.01,,,,,
9/8/2023 0:00,0,0,0,0,0,0,0,,,,,
9/9/2023 0:00,0,0,0,0,0,0,0,,,,,
9/10/2023 0:00,0,0,0,0,0,0,0,,,,,
9/11/2023 0:00,0.03,0.04,0.02,0.02,0.03,0,0,,,,,
9/12/2023 0:00,0,0,0,0,0,0,0,,,,,
9/13/2023 0:00,0,0,0,0,0,0,0,,,,,
9/14/2023 0:00,0,0,0,0,0,0,0,,,,,
9/15/2023 0:00,0,0,0,0,0,0,0,,,,,
9/16/2023 0:00,0,0,0,0,0,0,0,,,,,
9/17/2023 0:00,0,0,0,0,0,0,0,,,,,
9/18/2023 0:00,0.06,0,0.02,0,0,0,0,,,,,
9/19/2023 0:00,0,0,0,0,0,0,0,,,,,
9/20/2023 0:00,0,0,0,0,0,0,0,,,,,
9/21/2023 0:00,0,0,0,0,0,0,0,,,,,
9/22/2023 0:00,0,0,0,0,0,0,0,,,,,
9/23/2023 0:00,0,0,0,0,0,0,0,,,,,
9/24/2023 0:00,0,0,0,0,0,0,0,,,,,
9/25/2023 0:00,0,0,0,0,0,0,0,,,,,
9/26/2023 0:00,0,0,0,0,0,0,0,,,,,
9/27/2023 0:00,0,0,0,0,0,0,0,,,,,
9/28/2023 0:00,0,0,0,0,0,0,0,,,,,
9/29/2023 0:00,0,0,0,0,0,0,0,,,,,
9/30/2023 0:00,0,0,0,0,0,0,0,,,,,
10/1/2023 0:00,0.13,0.11,0.01,0.01,0.02,0.04,0,,,,,
10/2/2023 0:00,0,0,0.04,0,0,0,0,,,,,
