Date,TRABUCO,SULPHURCREEK,ELTORO,PALISADES,LAGUNABEACH,DANAPOINT,TUCKER,,,,
9/5/2015 0:00,0,0.03,0.02,0.01,0,0,0.11,,,,
9/6/2015 0:00,0,0,0.01,0,0,0,0.03,,,,
9/7/2015 0:00,0,0.09,0.03,0.11,0.26,0.12,0.01,,,,
9/8/2015 0:00,0,0,0.01,0,0,0,0,,,,
9/9/2015 0:00,0,0,0,0,0,0,0,,,,
9/10/2015 0:00,0.38,0,0,0,0,0,0.01,,,,
9/11/2015 0:00,0,1.2,1.09,1.43,0.82,1.18,1.7,,,,
9/12/2015 0:00,0,0.54,0.43,0.71,0.36,0.35,0.55,,,,
9/13/2015 0:00,0,0,0.01,0,0,0,0,,,,
9/14/2015 0:00,0,0,0,0,0,0,0.01,,,,
9/15/2015 0:00,0,0,0,0,0,0,0,,,,
9/16/2015 0:00,1.59,0,0,0,0,0,0,,,,
9/17/2015 0:00,0.05,0,0,0,0,0,0,,,,
9/18/2015 0:00,0,0,0,0,0,0,0,,,,
9/19/2015 0:00,0,0,0,0,0,0,0,,,,
9/20/2015 0:00,0,0,0,0,0,0,0,,,,
9/21/2015 0:00,0,0,0,0,0,0,0,,,,
9/22/2015 0:00,0,0,0,0,0,0,0,,,,
9/23/2015 0:00,0,0,0,0,0,0,0,,,,
9/24/2015 0:00,0,0,0,0,0,0,0,,,,
9/25/2015 0:00,0,0,0,0,0,0,0,,,,
9/26/2015 0:00,0,0,0,0,0,0,0,,,,
9/27/2015 0:00,0,0.45,0.38,0.35,0.43,0.35,0.47,,,,
9/28/2015 0:00,0,0.16,0.11,0.17,0.13,0.16,0.13,,,,
9/29/2015 0:00,0,0,0,0,0,0,0,,,,
9/30/2015 0:00,0,0.03,0.04,0.06,0.07,0.04,0.11,,,,
10/1/2015 0:00,0,1.23,1.07,0.6,1.02,0.94,1.73,,,,
10/2/2015 0:00,0,0.48,0.58,0.34,0.36,0.39,1.01,,,,
10/3/2015 0:00,0,0.02,0.02,0,0,0,0.1,,,,
10/4/2015 0:00,0,0.38,0.3,0.23,0.22,0.31,0.34,,,,
10/5/2015 0:00,0.35,0.14,0.21,0.08,0.09,0.12,0.58,,,,
10/6/2015 0:00,0.29,1.06,0.97,0.78,0.94,0.79,1.21,,,,
10/7/2015 0:00,0,0.01,0.01,0,0,0,0,,,,
10/8/2015 0:00,0,0,0,0,0.01,0,0.01,,,,
10/9/2015 0:00,0,0,0,0,0,0,0,,,,
10/10/2015 0:00,0,0.05,0.14,0.02,0.02,0,0.17,,,,
10/11/2015 0:00,0,1.15,1.07,0.76,0.97,1.14,1.43,,,,
10/12/2015 0:00,0,0.01,0.01,0.01,0.01,0,0,,,,
10/13/2015 0:00,0,0,0,0,0,0,0.01,,,,
10/14/2015 0:00,0,0,0,0,0,0,0,,,,
10/15/2015 0:00,0,2.04,1.75,1.99,1.61,1.93,2.54,,,,
10/16/2015 0:00,0,0.69,1.12,0.68,0.58,0.67,0.9,,,,
10/17/2015 0:00,0,0.7,0.93,0.49,0.5,0.63,1.53,,,,
10/18/2015 0:00,0,0.06,0,0.02,0.02,0,0.06,,,,
10/19/2015 0:00,0,0,0,0,0,0,0.01,,,,
10/20/2015 0:00,0,0.04,0.13,0.27,0.05,0.2,0.09,,,,
10/21/2015 0:00,0,0.01,0.01,0,0,0,0,,,,
10/22/2015 0:00,0,0,0,0,0,0,0.01,,,,
10/23/2015 0:00,0,0,0,0,0,0,0,,,,
10/24/2015 0:00,0,0,0,0,0,0,0,,,,
10/25/2015 0:00,0,0,0,0,0,0,0,,,,
10/26/2015 0:00,0,0,0,0,0,0,0,,,,
10/27/2015 0:00,0,0,0,0,0,0,0,,,,
10/28/2015 0:00,0,0,0,0,0,0,0,,,,
10/29/2015 0:00,0,0,0,0,0,0,0,,,,
10/30/2015 0:00,0,0.1,0.2,0.01,0.09,0,0.18,,,,
10/31/2015 0:00,0,0.47,0.23,0.43,0.48,0.51,0.27,,,,
11/1/2015 0:00,0,0.01,0.01,0,0,0,0,,,,
11/2/2015 0:00,0,0,0,0,0.01,0,0,,,,
11/3/2015 0:00,0.05,0,0,0,0,0,0,,,,
11/4/2015 0:00,0.01,0,0,0,0,0,0,,,,
11/5/2015 0:00,0,0,0,0,0,0,0,,,,
11/6/2015 0:00,0,0,0,0,0,0,0,,,,
11/7/2015 0:00,0,0,0,0,0,0,0,,,,
11/8/2015 0:00,0,0,0,0,0,0,0,,,,
11/9/2015 0:00,0,0,0,0,0,0,0,,,,
11/10/2015 0:00,0,0,0,0,0,0,0,,,,
11/11/2015 0:00,0.01,0,0,0,0,0,0,,,,
11/12/2015 0:00,0,0,0,0,0,0,0,,,,
11/13/2015 0:00,0,0,0,0,0,0,0,,,,
11/14/2015 0:00,0,0,0.01,0,0,0,0.02,,,,
11/15/2015 0:00,0,0.01,0.02,0,0,0,0.08,,,,
11/16/2015 0:00,0,0,0,0,0,0,0.01,,,,
11/17/2015 0:00,0,0,0,0,0,0,0,,,,
11/18/2015 0:00,0,0,0,0,0,0,0,,,,
11/19/2015 0:00,0,0,0,0,0,0,0,,,,
11/20/2015 0:00,0,0,0,0,0,0,0,,,,
11/21/2015 0:00,0,0,0,0,0,0,0,,,,
11/22/2015 0:00,0,0.01,0.02,0.01,0.01,0,0.12,,,,
11/23/2015 0:00,0,0,0,0,0,0,0.01,,,,
11/24/2015 0:00,0,0.22,0.17,0.17,0.15,0.43,0.68,,,,
11/25/2015 0:00,0,0.41,0.89,0.1,0.49,0.08,1.39,,,,
11/26/2015 0:00,0.11,2.24,2.1,2.3,2.25,2.17,2.31,,,,
11/27/2015 0:00,0,0.12,0.03,0,0.11,0.04,0.06,,,,
11/28/2015 0:00,0.09,0.19,0.11,0.14,0.12,0.08,0.38,,,,
11/29/2015 0:00,0.01,0.28,0.35,0.33,0.22,0.2,0.44,,,,
11/30/2015 0:00,0,0.28,0.5,0.46,0.23,0.28,0.75,,,,
12/1/2015 0:00,0,0,0,0,0,0,0,,,,
12/2/2015 0:00,0,0,0,0,0,0,0,,,,
12/3/2015 0:00,0,0,0,0,0,0,0,,,,
12/4/2015 0:00,0,0.01,0.04,0.05,0,0,0.01,,,,
12/5/2015 0:00,0,0.01,0.01,0.01,0.02,0,0,,,,
12/6/2015 0:00,0,0,0,0,0,0,0,,,,
12/7/2015 0:00,0,0,0,0,0,0,0,,,,
12/8/2015 0:00,0,0,0,0,0,0,0,,,,
12/9/2015 0:00,0,0.92,0.84,0.78,0.66,0.67,1.09,,,,
12/10/2015 0:00,0,0.11,0.1,0.19,0.16,0.16,0.24,,,,
12/11/2015 0:00,0.15,0,0.02,0.01,0.01,0,0,,,,
12/12/2015 0:00,0.11,0,0,0,0,0,0,,,,
12/13/2015 0:00,0,1.42,1.13,1.3,1.4,0.98,1.19,,,,
12/14/2015 0:00,0.28,1.6,1.48,1.82,1.4,1.81,1.94,,,,
12/15/2015 0:00,0.01,0.01,0,0.01,0.01,0,0.02,,,,
12/16/2015 0:00,0,0,0,0,0,0,0,,,,
12/17/2015 0:00,0,0,0,0,0,0,0,,,,
12/18/2015 0:00,0,0.05,0.05,0.07,0.01,0,0.21,,,,
12/19/2015 0:00,0,0.16,0.16,0.15,0.16,0.16,0.39,,,,
12/20/2015 0:00,0.36,1.48,1.66,1.49,1.16,0.87,2.23,,,,
12/21/2015 0:00,0,0.1,0.17,0.17,0.1,0.16,0.57,,,,
12/22/2015 0:00,0.05,0.11,0.06,0.23,0.18,0.39,0.08,,,,
12/23/2015 0:00,1.56,0,0,0,0,0,0,,,,
12/24/2015 0:00,0.01,0,0,0,0,0,0,,,,
12/25/2015 0:00,0,0,0,0,0,0,0,,,,
12/26/2015 0:00,0,0,0,0,0,0,0,,,,
12/27/2015 0:00,0,0,0,0,0,0,0,,,,
12/28/2015 0:00,0,0.78,0.62,0.57,0.94,0.55,0.7,,,,
12/29/2015 0:00,0,0.05,0.11,0.14,0.09,0.16,0.53,,,,
12/30/2015 0:00,0,0,0,0,0,0,0.01,,,,
12/31/2015 0:00,0,0,0,0,0,0,0,,,,
1/1/2016 0:00,0,0,0,0,0,0,0,,,,
1/2/2016 0:00,0,0,0,0,0.01,0,0,,,,
1/3/2016 0:00,0,0,0,0,0,0,0,,,,
1/4/2016 0:00,0,0,0,0,0,0,0,,,,
1/5/2016 0:00,0.02,0,0,0,0,0,0,,,,
1/6/2016 0:00,2.36,0,0,0,0,0,0,,,,
1/7/2016 0:00,0.99,0,0,0,0,0,0,,,,
1/8/2016 0:00,0.08,0,0,0,0,0,0,,,,
1/9/2016 0:00,0,0,0,0.01,0,0,0,,,,
1/10/2016 0:00,0,0,0,0,0,0,0,,,,
1/11/2016 0:00,0,0,0,0.05,0.02,0,0.08,,,,
1/12/2016 0:00,0,0.03,0.04,0.08,0.16,0.08,0.37,,,,
1/13/2016 0:00,0,0,0,0,0,0,0,,,,
1/14/2016 0:00,0,0,0,0,0,0,0,,,,
1/15/2016 0:00,0,0,0,0,0,0,0,,,,
1/16/2016 0:00,0,0,0,0.01,0,0,0.01,,,,
1/17/2016 0:00,0,0,0,0,0,0,0.03,,,,
1/18/2016 0:00,0,0,0,0,0,0,0,,,,
1/19/2016 0:00,0,0,0,0,0,0,0,,,,
1/20/2016 0:00,0,0,0,0,0,0,0,,,,
1/21/2016 0:00,0,0,0,0,0,0,0,,,,
1/22/2016 0:00,0,0,0,0,0,0,0,,,,
1/23/2016 0:00,0,0,0,0,0,0,0,,,,
1/24/2016 0:00,0,0,0,0,0,0,0,,,,
1/25/2016 0:00,0,0,0,0,0,0,0,,,,
1/26/2016 0:00,0,0,0,0,0,0,0,,,,
1/27/2016 0:00,0,0,0,0,0,0,0,,,,
1/28/2016 0:00,0,0,0,0,0,0,0,,,,
1/29/2016 0:00,0,0,0,0,0,0,0,,,,
1/30/2016 0:00,0,0,0,0.03,0.03,0,0.05,,,,
1/31/2016 0:00,0.04,0,0,0.02,0,0,0.09,,,,
2/1/2016 0:00,0.65,0,0,0,0,0.04,0.04,,,,
2/2/2016 0:00,0,0.45,0.79,0.37,0.16,0.08,0.75,,,,
2/3/2016 0:00,0,0,0.03,0.12,0.06,0.04,0.2,,,,
2/4/2016 0:00,0,0,0,0,0,0,0,,,,
2/5/2016 0:00,0,0,0,0,0,0,0,,,,
2/6/2016 0:00,0,0,0,0,0,0,0,,,,
2/7/2016 0:00,0,0,0.01,0,0,0,0.01,,,,
2/8/2016 0:00,0,0,0,0.01,0,0,0.02,,,,
2/9/2016 0:00,0,0,0,0,0,0,0,,,,
2/10/2016 0:00,0,0,0,0,0,0,0,,,,
2/11/2016 0:00,0,0,0,0,0,0,0,,,,
2/12/2016 0:00,0,0,0,0,0,0,0,,,,
2/13/2016 0:00,0,0,0,0,0,0,0,,,,
2/14/2016 0:00,0,0,0,0,0,0,0,,,,
2/15/2016 0:00,0,0,0,0,0,0,0,,,,
2/16/2016 0:00,0,0,0,0,0,0,0,,,,
2/17/2016 0:00,0,0,0,0.01,0,0,0,,,,
2/18/2016 0:00,0.18,0,0.01,0.01,0.02,0,0,,,,
2/19/2016 0:00,0.11,0,0.01,0,0,0,0,,,,
2/20/2016 0:00,0,0.01,0.01,0.02,0,0,0,,,,
2/21/2016 0:00,0,0.02,0.02,0.03,0.05,0,0.03,,,,
2/22/2016 0:00,0,0.01,0.06,0.03,0.02,0,0.1,,,,
2/23/2016 0:00,0,0,0,0,0,0,0.01,,,,
2/24/2016 0:00,0,0,0,0,0,0,0.01,,,,
2/25/2016 0:00,0,0,0,0,0,0,0,,,,
2/26/2016 0:00,0,0,0,0,0,0,0.01,,,,
2/27/2016 0:00,0,0.01,0.01,0.01,0,0,0.16,,,,
2/28/2016 0:00,0,0.07,0.02,0.12,0.06,0.12,0.04,,,,
2/29/2016 0:00,0,0,0,0.01,0,0,0,,,,
3/1/2016 0:00,0,0,0,0.02,0.09,0.04,0.01,,,,
3/2/2016 0:00,0,0,0,0.05,0,0,0,,,,
3/3/2016 0:00,0,0,0.02,0,0,0,0,,,,
3/4/2016 0:00,0,0,0,0,0,0,0,,,,
3/5/2016 0:00,0,0,0.04,0,0.01,0,0.03,,,,
3/6/2016 0:00,0.02,0,0,0,0,0,0,,,,
3/7/2016 0:00,0.76,0,0,0,0,0,0,,,,
3/8/2016 0:00,0.45,0,0,0,0,0,0,,,,
3/9/2016 0:00,0,0,0,0,0,0,0,,,,
3/10/2016 0:00,0,0,0.01,0,0,0,0.09,,,,
3/11/2016 0:00,0,0,0,0,0,0,0.4,,,,
3/12/2016 0:00,0.58,0,0,0.04,0.07,0.12,0.01,,,,
3/13/2016 0:00,0,0,0,0,0,0,0,,,,
3/14/2016 0:00,0,0,0,0,0,0,0,,,,
3/15/2016 0:00,0.14,0.02,0,0.03,0.05,0,0.06,,,,
3/16/2016 0:00,0,0,0,0,0,0,0.01,,,,
3/17/2016 0:00,0,0,0,0,0,0,0,,,,
3/18/2016 0:00,0,0,0,0,0,0,0,,,,
3/19/2016 0:00,0,0,0,0,0,0,0,,,,
3/20/2016 0:00,0,0,0,0,0,0,0,,,,
3/21/2016 0:00,0,0,0,0,0,0,0,,,,
3/22/2016 0:00,0,0,0,0,0,,0,,,,
3/23/2016 0:00,0,0,0,0,0,,0,,,,
3/24/2016 0:00,0,0,0,0,0,,0,,,,
3/25/2016 0:00,0,0,0,0,0,,0,,,,
3/26/2016 0:00,0,0,0,0,0,,0,,,,
3/27/2016 0:00,0,0,0,0,0,0,0,,,,
3/28/2016 0:00,0,0,0,0,0,0,0,,,,
3/29/2016 0:00,0,0,0,0,0,0,0,,,,
3/30/2016 0:00,0,0,0,0,0,0,0,,,,
3/31/2016 0:00,0.04,0,0,0,0,0,0,,,,
4/1/2016 0:00,0,0,0,0,0,0,0,,,,
4/2/2016 0:00,0,0,0,0,0,0,0,,,,
4/3/2016 0:00,0,0,0,0,0,0,0,,,,
4/4/2016 0:00,0,0,0,0,0,0,0,,,,
4/5/2016 0:00,0,0,0,0,0,0,0,,,,
4/6/2016 0:00,0,0,0,0,0,0,0,,,,
4/7/2016 0:00,0,0,0,0,0,0,0,,,,
4/8/2016 0:00,0.05,0,0,0,0,0,0,,,,
4/9/2016 0:00,0.18,0,0,0,0,0,0,,,,
4/10/2016 0:00,0.07,0,0,0,0,0,0,,,,
4/11/2016 0:00,0.08,0,0,0,0,0,0,,,,
4/12/2016 0:00,0.04,0,0,0,0,0,0,,,,
4/13/2016 0:00,0.01,0,0,0,0,0,0,,,,
4/14/2016 0:00,0,0,0,0,0,0,0,,,,
4/15/2016 0:00,0,0,0,0,0,0,0,,,,
4/16/2016 0:00,0,0,0,0,0,0,0,,,,
4/17/2016 0:00,0,0,0,0,0,0,0,,,,
4/18/2016 0:00,0,0,0,0,0,0,0,,,,
4/19/2016 0:00,0,0,0,0,0,0,0,,,,
4/20/2016 0:00,0,0,0,0,0,0,0,,,,
4/21/2016 0:00,0,0,0,0,0,0,0,,,,
4/22/2016 0:00,0,0,0,0,0,0,0,,,,
4/23/2016 0:00,0,0,0,0,0,0,0,,,,
4/24/2016 0:00,0,0,0,0,0,0,0,,,,
4/25/2016 0:00,0,0,0,0,0,0,0,,,,
4/26/2016 0:00,0,0,0,0,0,0,0,,,,
4/27/2016 0:00,0,0,0,0,0,0,0,,,,
4/28/2016 0:00,0,0,0,0,0,0,0,,,,
4/29/2016 0:00,0,0,0,0,0,0,0,,,,
4/30/2016 0:00,0,0,0,0,0,0,0,,,,
5/1/2016 0:00,0.04,0,0,0,0,0,0,,,,
5/2/2016 0:00,0,0,0,0,0,0,0,,,,
5/3/2016 0:00,0,0,0,0,0,0,0,,,,
5/4/2016 0:00,0,0,0,0,0,0,0,,,,
5/5/2016 0:00,0,0,0,0,0,0,0,,,,
5/6/2016 0:00,0.03,0,0,0,0,0,0,,,,
5/7/2016 0:00,0.26,0,0,0,0,0,0,,,,
5/8/2016 0:00,0,0,0,0,0,0,0,,,,
5/9/2016 0:00,0,0,0,0,0,0,0,,,,
5/10/2016 0:00,0,0.01,0.01,0.03,0.01,0,0.01,,,,
5/11/2016 0:00,0,0,0,0.04,0,0,0,,,,
5/12/2016 0:00,0,0,0,0,0,0,0,,,,
5/13/2016 0:00,0,0,0,0,0,0,0,,,,
5/14/2016 0:00,0,0,0,0,0,0,0,,,,
5/15/2016 0:00,0,0,0,0,0,0,0,,,,
5/16/2016 0:00,0,0.01,0.01,0,0.01,0,0,,,,
5/17/2016 0:00,0,0,0,0,0,0,0,,,,
5/18/2016 0:00,0,0,0,0,0,0,0,,,,
5/19/2016 0:00,0,0,0,0,0,0,0,,,,
5/20/2016 0:00,0,2.27,2.38,2.35,2.17,2.13,3.05,,,,
5/21/2016 0:00,0,0.11,0.13,0.12,0.06,0.28,0.27,,,,
5/22/2016 0:00,0,0,0,0,0,0,0,,,,
5/23/2016 0:00,0,0,0,0,0,0,0,,,,
5/24/2016 0:00,0,0,0,0,0,0,0,,,,
5/25/2016 0:00,0,0,0,0,0,0,0,,,,
5/26/2016 0:00,0,0,0,0,0,0,0,,,,
5/27/2016 0:00,0,0,0,0,0,0,0,,,,
5/28/2016 0:00,0,0,0,0,0,0,0,,,,
5/29/2016 0:00,0,0,0,0,0,0,0,,,,
5/30/2016 0:00,0.02,0,0,0,0,0,0,,,,
5/31/2016 0:00,0,0,0,0,0,0,0,,,,
6/1/2016 0:00,0,0,0,0,0,0,0,,,,
6/2/2016 0:00,0,0.02,0.01,0.02,0.01,0,0.12,,,,
6/3/2016 0:00,0,0,0,0,0,0,0.01,,,,
6/4/2016 0:00,0,0,0,0,0,0,0,,,,
6/5/2016 0:00,0,0,0,0,0,0,0,,,,
6/6/2016 0:00,0,0,0,0,0,0,0.01,,,,
6/7/2016 0:00,0,0,0,0,0,0,0,,,,
6/8/2016 0:00,0,0,0,0,0,0,0,,,,
6/9/2016 0:00,0,0,0,0,0,0,0,,,,
6/10/2016 0:00,0,0.04,0.02,0.02,0.03,0,0,,,,
6/11/2016 0:00,0,0,0,0,0,0,0,,,,
6/12/2016 0:00,0,0,0,0,0,0,0,,,,
6/13/2016 0:00,0,0,0,0,0,0,0,,,,
6/14/2016 0:00,0,0,0,0,0,0,0,,,,
6/15/2016 0:00,0,0,0,0,0,0,0,,,,
6/16/2016 0:00,0,0,0,0,0,0,0,,,,
6/17/2016 0:00,0,0,0.02,0,0,0,0,,,,
6/18/2016 0:00,0,0,0,0,0,0,0,,,,
6/19/2016 0:00,0,0,0,0,0,0,0,,,,
6/20/2016 0:00,0,0,0,0,0,0,0,,,,
6/21/2016 0:00,0,0,0,0,0,0,0,,,,
6/22/2016 0:00,0,0,0,0,0,0,0,,,,
6/23/2016 0:00,0,0,0,0,0,0,0,,,,
6/24/2016 0:00,0,0,0,0,0,0,0,,,,
6/25/2016 0:00,0,0,0,0,0,0,0,,,,
6/26/2016 0:00,0,0,0,0,0,0,0,,,,
6/27/2016 0:00,0,0,0,0,0,0,0,,,,
6/28/2016 0:00,0,0,0,0,0,0,0,,,,
6/29/2016 0:00,0,0,0,0,0,0,0,,,,
6/30/2016 0:00,0,0.11,0.01,0.01,0.02,0.04,0,,,,
7/1/2016 0:00,0,0,0.04,0,0,0,0,,,,
7/2/2016 0:00,0,0,0,0,0,0,0,,,,
7/3/2016 0:00,0,0,0,0,0,0,0,,,,
7/4/2016 0:00,0,0,0,0,0,0,0,,,,
7/5/2016 0:00,0,0,0,0,0,0,0,,,,
7/6/2016 0:00,0,0,0,0,0,0,0,,,,
7/7/2016 0:00,0,0,0,0,0,0,0,,,,
7/8/2016 0:00,0,0,0,0,0,0,0,,,,
7/9/2016 0:00,0,0,0,0,0,0,0,,,,
7/10/2016 0:00,0,0,0,0,0,0,0,,,,
7/11/2016 0:00,0,0,0,0,0,0,0,,,,
7/12/2016 0:00,0,0,0,0,0,0,0,,,,
7/13/2016 0:00,0,0,0,0,0,0,0,,,,
7/14/2016 0:00,0,0,0,0,0,0,0,,,,
7/15/2016 0:00,0,0,0,0,0,0,0,,,,
7/16/2016 0:00,0,0,0,0,0,0,0,,,,
7/17/2016 0:00,0,0,0,0,0,0,0,,,,
7/18/2016 0:00,0,0,0,0,0,0,0,,,,
7/19/2016 0:00,0,0,0,0,0,0,0,,,,
7/20/2016 0:00,0,0,0,0,0,0,0,,,,
7/21/2016 0:00,0,0,0,0,0,0,0,,,,
7/22/2016 0:00,0,0,0,0,0,0,0,,,,
7/23/2016 0:00,0,0,0,0,0,0,0,,,,
7/24/2016 0:00,0,0,0,0,0,0,0,,,,
7/25/2016 0:00,0,0,0,0,0,0,0,,,,
7/26/2016 0:00,0,0,0,0,0,0,0,,,,
7/27/2016 0:00,0,0,0,0,0,0,0,,,,
7/28/2016 0:00,0,0,0,0,0,0,0,,,,
7/29/2016 0:00,0,0,0,0,0,0,0,,,,
7/30/2016 0:00,0,0,0,0,0,0,0,,,,
7/31/2016 0:00,0,0,0,0,0,0,0,,,,
8/1/2016 0:00,0,0,0,0,0,0,0,,,,
8/2/2016 0:00,0,0,0,0,0,0,0,,,,
8/3/2016 0:00,0,0,0,0,0,0,0,,,,
8/4/2016 0:00,0,0,0,0,0,0,0,,,,
8/5/2016 0:00,0,0,0,0,0,0,0,,,,
8/6/2016 0:00,0,0,0,0,0,0,0,,,,
8/7/2016 0:00,0,0,0,0,0,0,0,,,,
8/8/2016 0:00,0,0,0,0,0,0,0,,,,
8/9/2016 0:00,0,0,0,0,0,0,0,,,,
8/10/2016 0:00,0,0,0,0,0,0,0,,,,
8/11/2016 0:00,0,0,0,0,0,0,0,,,,
8/12/2016 0:00,0,0,0,0,0,0,0,,,,
8/13/2016 0:00,0,0,0,0,0,0,0,,,,
8/14/2016 0:00,0,0,0,0,0,0,0,,,,
8/15/2016 0:00,0,0,0,0,0,0,0,,,,
8/16/2016 0:00,0,0,0,0,0,0,0,,,,
8/17/2016 0:00,0,0,0,0,0,0,0,,,,
8/18/2016 0:00,0,0,0,0,0,0,0,,,,
8/19/2016 0:00,0,0,0,0,0,0,0,,,,
8/20/2016 0:00,0,0,0,0,0,0,0,,,,
8/21/2016 0:00,0,0,0,0,0,0,0,,,,
8/22/2016 0:00,0,0,0,0,0,0,0,,,,
8/23/2016 0:00,0,0,0,0,0,0,0,,,,
8/24/2016 0:00,0,0,0,0,0,0,0,,,,
8/25/2016 0:00,0,0,0,0,0,0,0,,,,
8/26/2016 0:00,0,0,0,0,0,0,0,,,,
8/27/2016 0:00,0,0,0,0,0,0,0,,,,
8/28/2016 0:00,0,0,0,0,0,0,0,,,,
8/29/2016 0:00,0,0,0,0,0,0,0,,,,
8/30/2016 0:00,0,0,0,0,0,0,0,,,,
8/31/2016 0:00,0,0,0,0,0,0,0,,,,
9/1/2016 0:00,0,0,0,0,0,0,0,,,,
9/2/2016 0:00,0,0,0,0,0,0,0,,,,
9/3/2016 0:00,0,0,0,0,0,0,0,,,,
9/4/2016 0:00,0,0,0,0,0,0,0,,,,
9/5/2016 0:00,0,0,0,0,0,0,0,,,,
9/6/2016 0:00,0,0,0,0,0,0,0,,,,
9/7/2016 0:00,0,0,0,0,0,0,0,,,,
9/8/2016 0:00,0,0,0,0,0,0,0,,,,
9/9/2016 0:00,0,0,0,0,0,0,0,,,,
9/10/2016 0:00,0,0,0,0,0,0,0,,,,
9/11/2016 0:00,0,0,0,0,0,0,0,,,,
9/12/2016 0:00,0,0,0,0,0,0,0,,,,
9/13/2016 0:00,0,0,0,0,0,0,0,,,,
9/14/2016 0:00,0,0,0,0,0.02,0,0.01,,,,
