Time,J01_9264_1,J01_9264_1,J01_9264_1,J01_9377_1,J01_9377_1,J01_9377_1,J01_9046_1,J01_9046_1,J01_9046_1
10/31/2022 0:00,37.1,39.1,6.18,0.52,0.52,0.008,18.1,0.24,0.003
11/1/2022 0:00,37.1,39.1,6.24,0.5,0.5,0.007,18.1,0.22,0.002
11/2/2022 0:00,36.5,39.7,7.04,0.5,0.5,0.011,18,0.38,0.01
11/3/2022 0:00,37.2,39,6.1,0.58,0.58,0.01,18.1,0.21,0.001
11/4/2022 0:00,37.1,39.1,6.14,0.63,0.63,0.013,18.1,0.2,0.001
11/5/2022 0:00,,,,,,,,,
11/6/2022 0:00,37.1,39.1,6.16,0.35,0.35,0.005,18.2,0.17,0.001
11/7/2022 0:00,35.6,40.6,8.96,0.62,0.62,0.034,17.9,0.46,0.021
11/8/2022 0:00,27.2,49,28.5,,,,17.1,1.3,0.205
11/9/2022 0:00,33.8,42.4,12,,,,17.8,0.52,0.031
11/10/2022 0:00,36.8,39.4,6.6,0.56,0.56,0.007,18.2,0.16,0.001
11/11/2022 0:00,37.1,39.1,6.18,0.57,0.57,0.008,18.2,0.14,0
11/12/2022 0:00,37.2,39,6.11,0.61,0.61,0.009,18.2,0.16,0.001
11/13/2022 0:00,37.1,39.1,6.17,0.6,0.6,0.009,18.2,0.17,0.001
11/14/2022 0:00,37.1,39.1,6.15,0.59,0.59,0.009,18.2,0.17,0.001
11/15/2022 0:00,37.2,39,6.12,0.6,0.6,0.009,18.1,0.22,0.002
11/16/2022 0:00,37,39.1,6.27,0.7,0.7,0.016,18.1,0.22,0.002
11/17/2022 0:00,37.1,39.1,6.26,0.8,0.8,0.021,18.1,0.26,0.003
11/18/2022 0:00,37,39.2,6.38,0.68,0.68,0.014,18.1,0.27,0.004
11/19/2022 0:00,36.9,39.3,6.46,0.64,0.64,0.011,18.1,0.26,0.003
11/20/2022 0:00,37,39.2,6.36,0.6,0.6,0.009,18.1,0.22,0.002
11/21/2022 0:00,36.9,39.3,6.42,0.64,0.64,0.011,18.1,0.29,0.004
11/22/2022 0:00,37,39.2,6.35,0.62,0.62,0.01,18,0.31,0.004
11/23/2022 0:00,37,39.2,6.36,0.58,0.58,0.01,18.1,0.26,0.003
11/24/2022 0:00,,,,0.56,0.56,0.009,18.1,0.24,0.002
11/25/2022 0:00,37,39.2,6.36,0.57,0.57,0.009,18,0.3,0.005
11/26/2022 0:00,37,39.2,6.38,0.54,0.54,0.007,18.1,0.24,0.003
11/27/2022 0:00,37,39.2,6.34,0.59,0.59,0.009,18.1,0.22,0.002
11/28/2022 0:00,36.9,39.3,6.49,0.54,0.54,0.012,18,0.3,0.004
11/29/2022 0:00,36.9,39.3,6.48,0.61,0.61,0.011,18.1,0.2,0.001
11/30/2022 0:00,36.9,39.3,6.52,0.4,0.4,0.01,18.1,0.28,0.004
12/1/2022 0:00,36.8,39.4,6.56,0.65,0.65,0.013,18.1,0.21,0.001
12/2/2022 0:00,36.9,39.3,6.46,,,,18.1,0.29,0.004
12/3/2022 0:00,37.1,39.1,6.25,,,,18.1,0.25,0.003
12/4/2022 0:00,37,39.2,6.31,,,,18.1,0.25,0.003
12/5/2022 0:00,36.5,39.7,7.02,,,,18,0.31,0.006
12/6/2022 0:00,36.9,39.3,6.47,,,,18.1,0.26,0.004
12/7/2022 0:00,37.1,39.1,6.19,,,,18.1,0.22,0.002
12/8/2022 0:00,37.1,39.1,6.16,,,,18.1,0.21,0.002
12/9/2022 0:00,37.1,39.1,6.2,,,,18.1,0.21,0.002
12/10/2022 0:00,37.1,39.1,6.2,,,,18.2,0.17,0.001
12/11/2022 0:00,30.9,45.3,19.3,,,,17.5,0.86,0.11
12/12/2022 0:00,32.9,43.3,13.9,,,,17.7,0.69,0.06
12/13/2022 0:00,36.6,39.6,6.88,,,,18.1,0.24,0.002
12/14/2022 0:00,37.1,39.1,6.25,,,,18.2,0.13,0
12/15/2022 0:00,37.1,39.1,6.2,,,,18.2,0.15,0.001
12/16/2022 0:00,37.1,39.1,6.15,,,,18.2,0.16,0.001
12/17/2022 0:00,37.1,39.1,6.15,,,,18.2,0.16,0.001
12/18/2022 0:00,37.1,39.1,6.15,,,,18.1,0.2,0.002
12/19/2022 0:00,37.1,39.1,6.18,0.19,0.19,0.007,18.2,0.2,0.001
12/20/2022 0:00,37.2,39,6.12,,,,18.2,0.18,0.001
12/21/2022 0:00,37.1,39.1,6.14,,,,18.1,0.21,0.001
12/22/2022 0:00,37.1,39,6.13,,,,18.2,0.19,0.001
12/23/2022 0:00,37.1,39,6.14,,,,18.1,0.23,0.002
12/24/2022 0:00,37.1,39.1,6.19,,,,18.1,0.24,0.002
12/25/2022 0:00,37.1,39.1,6.2,,,,18.2,0.18,0.001
12/26/2022 0:00,37.1,39.1,6.15,,,,18.1,0.21,0.001
12/27/2022 0:00,35.8,40.3,8.57,,,,17.9,0.45,0.033
12/28/2022 0:00,35.1,41.1,9.91,,,,18,0.38,0.019
12/29/2022 0:00,37,39.2,6.28,,,,18.2,0.16,0.001
12/30/2022 0:00,36.7,39.5,6.74,,,,18.1,0.23,0.002
12/31/2022 0:00,32.8,43.4,15.1,,,,17.5,0.89,0.118
1/1/2023 0:00,31.1,45.1,18.3,,,,17.5,0.8,0.086
1/2/2023 0:00,36.3,39.9,7.35,,,,18,0.4,0.008
1/3/2023 0:00,34.7,41.5,9.89,,,,17.6,0.74,0.039
1/4/2023 0:00,33.2,43,12.5,,,,17.6,0.78,0.047
1/5/2023 0:00,29.6,46.6,21.1,,,,17.2,1.14,0.136
1/6/2023 0:00,35.7,40.5,8.2,,,,18,0.37,0.005
1/7/2023 0:00,36.8,39.4,6.63,,,,18.2,0.19,0.001
1/8/2023 0:00,36.9,39.3,6.52,,,,18.2,0.17,0.001
1/9/2023 0:00,36.1,40.1,7.72,,,,18,0.39,0.019
1/10/2023 0:00,28.2,47.9,24.3,,,,17.1,1.25,0.161
1/11/2023 0:00,35.2,41,8.93,,,,17.9,0.42,0.007
1/12/2023 0:00,36.6,39.6,6.87,,,,18.1,0.3,0.003
1/13/2023 0:00,36.8,39.4,6.66,,,,18.2,0.19,0.001
1/14/2023 0:00,28.5,47.7,26.8,,,,17.1,1.3,0.222
1/15/2023 0:00,29.2,47,21.9,,,,16.9,1.4,0.187
1/16/2023 0:00,27.2,49,27.4,,,,16.9,1.47,0.222
1/17/2023 0:00,,,,,,,17.8,0.51,0.014
1/18/2023 0:00,36.1,40.1,7.59,,,,18,0.34,0.004
1/19/2023 0:00,,,,,,,17.9,0.4,0.013
1/20/2023 0:00,36.4,39.7,7.07,,,,18,0.3,0.003
1/21/2023 0:00,36.7,39.5,6.76,,,,18.3,0.01,0
1/22/2023 0:00,36.7,39.5,6.74,,,,18.2,0.14,0.004
1/23/2023 0:00,36.7,39.5,6.76,,,,18.2,0.17,0.004
1/24/2023 0:00,36.8,39.4,6.57,,,,18.3,0.05,0
1/25/2023 0:00,36.8,39.4,6.59,,,,18.2,0.1,0.002
1/26/2023 0:00,36.7,39.5,6.68,,,,18.2,0.18,0.003
1/27/2023 0:00,36.8,39.3,6.52,,,,18.1,0.2,0.002
1/28/2023 0:00,36.8,39.4,6.65,,,,18.2,0.11,0.001
1/29/2023 0:00,35.8,40.4,8.49,,,,18.1,0.25,0.017
1/30/2023 0:00,33.9,42.2,11.5,,,,17.8,0.58,0.025
1/31/2023 0:00,36.4,39.7,7.08,,,,18.3,0.04,0
2/1/2023 0:00,36.9,39.3,6.49,,,,18.2,0.12,0.002
2/2/2023 0:00,36.9,39.3,6.45,,,,18.3,0.09,0.001
2/3/2023 0:00,36.9,39.3,6.44,0.61,0.61,0.012,18.2,0.1,0.001
2/4/2023 0:00,36.9,39.3,6.48,,,,18.3,0.09,0
2/5/2023 0:00,36.9,39.3,6.51,,,,18.3,0.07,0
2/6/2023 0:00,36.8,39.3,6.53,,,,18.1,0.23,0.007
2/7/2023 0:00,36.9,39.3,6.42,,,,18.2,0.15,0.003
2/8/2023 0:00,37,39.2,6.36,,,,18.2,0.19,0.004
2/9/2023 0:00,36.9,39.3,6.47,,,,18.2,0.17,0.002
2/10/2023 0:00,36.9,39.2,6.4,,,,18.1,0.27,0.004
2/11/2023 0:00,36.9,39.3,6.48,,,,18,0.37,0.007
2/12/2023 0:00,36.9,39.3,6.47,,,,17.8,0.6,0.018
2/13/2023 0:00,36.8,39.3,6.52,,,,18,0.38,0.01
2/14/2023 0:00,36.8,39.4,6.65,,,,18.2,0.15,0.002
2/15/2023 0:00,37,39.2,6.38,,,,18.3,0.08,0.001
2/16/2023 0:00,36.9,39.3,6.4,,,,18.3,0.07,0
2/17/2023 0:00,36.9,39.3,6.43,,,,18.2,0.1,0.001
2/18/2023 0:00,36.9,39.3,6.43,,,,18.2,0.15,0.003
2/19/2023 0:00,36.9,39.3,6.44,,,,18.3,0.02,0
2/20/2023 0:00,36.9,39.3,6.51,,,,18.2,0.13,0.001
2/21/2023 0:00,36.6,39.6,6.81,,,,18.2,0.18,0.004
2/22/2023 0:00,36.8,39.4,6.62,,,,18.2,0.14,0.003
2/23/2023 0:00,34.6,41.6,10.1,,,,17.8,0.57,0.05
2/24/2023 0:00,31.7,44.5,17.3,,,,17.4,0.94,0.108
2/25/2023 0:00,24.3,51.8,35.8,,,,16.6,1.79,0.315
2/26/2023 0:00,34.6,41.6,10,,,,17.8,0.53,0.017
2/27/2023 0:00,35,41.2,9.38,,,,17.9,0.49,0.016
2/28/2023 0:00,34.8,41.4,9.97,,,,17.7,0.63,0.044
3/1/2023 0:00,31.6,44.6,16.5,1.17,1.17,0.107,17.5,0.8,0.065
3/2/2023 0:00,35.9,40.3,7.91,,,,18,0.39,0.006
3/3/2023 0:00,36.3,39.9,7.3,,,,18.1,0.29,0.002
3/4/2023 0:00,36.5,39.7,7,,,,18.3,0.1,0
3/5/2023 0:00,36.7,39.5,6.77,,,,18.3,0.06,0
3/6/2023 0:00,36.7,39.5,6.71,,,,18.2,0.16,0.005
3/7/2023 0:00,36.8,39.4,6.63,,,,18.3,0.02,0
3/8/2023 0:00,36.8,39.4,6.61,,,,18.3,0.04,0
3/9/2023 0:00,36.8,39.4,6.6,,,,18.3,0.03,0
3/10/2023 0:00,31.7,44.5,17.5,,,,17.5,0.84,0.102
3/11/2023 0:00,33.6,42.6,11.8,,,,17.8,0.59,0.025
3/12/2023 0:00,35.8,40.4,8,,,,18,0.38,0.006
3/13/2023 0:00,36.4,39.8,7.16,,,,18.1,0.29,0.003
3/14/2023 0:00,31.6,44.6,17.4,,,,17.4,0.91,0.115
3/15/2023 0:00,25.6,50.6,32.6,,,,16.7,1.66,0.278
3/16/2023 0:00,34.8,41.4,9.52,,,,17.8,0.5,0.012
3/17/2023 0:00,35.8,40.3,7.92,,,,18,0.35,0.004
3/18/2023 0:00,36.1,40,7.49,,,,18.1,0.24,0.002
3/19/2023 0:00,35.9,40.3,7.86,,,,18.1,0.28,0.006
3/20/2023 0:00,35,41.2,9.35,,,,17.8,0.55,0.021
3/21/2023 0:00,24.9,51.3,33.1,,,,16.7,1.68,0.257
3/22/2023 0:00,30.2,46,19,,,,17.4,0.99,0.082
3/23/2023 0:00,34.6,41.6,9.92,,,,17.9,0.49,0.012
3/24/2023 0:00,35.7,40.5,8.19,,,,18,0.35,0.004
3/25/2023 0:00,36,40.2,7.72,,,,18.1,0.28,0.002
3/26/2023 0:00,36.2,40,7.42,,,,18.1,0.21,0.001
3/27/2023 0:00,36.3,39.9,7.25,,,,18.2,0.12,0.001
3/28/2023 0:00,36.4,39.8,7.13,,,,18.4,-0.07,0
3/29/2023 0:00,33.3,42.9,13.2,,,,17.7,0.62,0.063
3/30/2023 0:00,32.7,43.5,13.8,,,,17.7,0.65,0.048
3/31/2023 0:00,35.8,40.4,8.01,,,,18,0.32,0.004
4/1/2023 0:00,36.1,40.1,7.54,,,,18.2,0.17,0.001
4/2/2023 0:00,36.2,40,7.39,,,,18.4,-0.02,0
4/3/2023 0:00,36.3,39.9,7.3,,,,18.4,-0.02,0
4/4/2023 0:00,36.5,39.7,7.06,,,,18.3,0.05,0.001
4/5/2023 0:00,36.5,39.7,7.04,,,,18.3,0.01,0
4/6/2023 0:00,36.5,39.7,6.98,,,,18.4,-0.04,0
4/7/2023 0:00,36.5,39.7,7.06,,,,18.3,0.09,0.001
4/8/2023 0:00,36.4,39.8,7.11,,,,18.3,0.09,0.001
4/9/2023 0:00,36.4,39.8,7.08,,,,18.4,-0.03,0.001
4/10/2023 0:00,36.4,39.8,7.2,,,,18.2,0.16,0.002
4/11/2023 0:00,36.4,39.8,7.15,,,,18.2,0.1,0.001
4/12/2023 0:00,36.3,39.9,7.31,,,,18.2,0.15,0.002
4/13/2023 0:00,35.8,40.3,7.96,,,,18.1,0.26,0.01
4/14/2023 0:00,36.3,39.9,7.23,,,,18.2,0.1,0.001
4/15/2023 0:00,36.3,39.9,7.27,0.6,0.6,0.01,18.2,0.16,0.002
4/16/2023 0:00,36.3,39.9,7.23,,,,18.2,0.17,0.002
4/17/2023 0:00,36.3,39.9,7.33,,,,18.3,0.08,0.001
4/18/2023 0:00,36.3,39.9,7.33,,,,18.3,0.1,0.002
4/19/2023 0:00,36.3,39.9,7.3,,,,18.2,0.18,0.002
4/20/2023 0:00,36.3,39.9,7.34,,,,18.2,0.16,0.002
4/21/2023 0:00,36.2,40,7.4,,,,18.1,0.25,0.003
4/22/2023 0:00,36.2,40,7.45,,,,18.2,0.11,0.001
4/23/2023 0:00,36.2,40,7.48,,,,18.2,0.11,0.001
4/24/2023 0:00,36.1,40.1,7.6,,,,18.1,0.2,0.003
4/25/2023 0:00,36,40.2,7.69,,,,18.2,0.17,0.002
4/26/2023 0:00,36.1,40.1,7.62,,,,18.2,0.13,0.001
4/27/2023 0:00,36,40.1,7.64,,,,18.2,0.14,0.002
4/28/2023 0:00,36,40.2,7.68,,,,18.2,0.11,0.002
4/29/2023 0:00,35.9,40.2,7.78,,,,18.2,0.12,0.002
4/30/2023 0:00,35.9,40.3,7.88,,,,18.2,0.14,0.001
5/1/2023 0:00,35.9,40.3,7.92,,,,18.2,0.14,0.002
5/2/2023 0:00,35.8,40.4,8.02,,,,18.2,0.15,0.002
5/3/2023 0:00,35.8,40.4,8,,,,18.2,0.11,0.001
5/4/2023 0:00,32.7,43.5,14.4,,,,17.9,0.44,0.082
5/5/2023 0:00,35.3,40.9,8.83,,,,18.2,0.18,0.007
5/6/2023 0:00,35.8,40.4,7.96,,,,18.4,-0.01,0
5/7/2023 0:00,35.8,40.4,8.06,,,,18.4,-0.02,0
5/8/2023 0:00,35.8,40.4,8.03,,,,18.3,0.07,0.001
5/9/2023 0:00,35.7,40.5,8.16,,,,18.4,-0.01,0
5/10/2023 0:00,35.6,40.6,8.24,,,,18.3,0.08,0.001
5/11/2023 0:00,35.6,40.6,8.35,0.42,0.42,0.006,18.3,0.01,0
5/12/2023 0:00,35.5,40.7,8.4,,,,18.2,0.12,0.001
5/13/2023 0:00,35.5,40.7,8.51,,,,18.2,0.12,0.002
5/14/2023 0:00,35.4,40.7,8.52,,,,18.3,0.07,0.001
5/15/2023 0:00,35.4,40.8,8.64,,,,18.5,-0.15,0.002
5/16/2023 0:00,35.4,40.8,8.6,,,,18.2,0.16,0.002
5/17/2023 0:00,35.4,40.8,8.66,,,,18.1,0.26,0.003
5/18/2023 0:00,35.3,40.9,8.82,,,,18.1,0.26,0.002
5/19/2023 0:00,35.2,41,8.88,,,,18.1,0.27,0.002
5/20/2023 0:00,35.2,41,8.9,,,,18.1,0.29,0.004
5/21/2023 0:00,35.2,41,8.87,,,,18.1,0.21,0.002
5/22/2023 0:00,35.2,41,8.95,,,,18.1,0.24,0.002
5/23/2023 0:00,34.9,41.3,9.39,,,,18,0.32,0.004
5/24/2023 0:00,34.3,41.9,10.3,,,,18,0.38,0.008
5/25/2023 0:00,35,41.2,9.23,,,,18.1,0.22,0.002
5/26/2023 0:00,34.9,41.3,9.31,,,,18.1,0.25,0.002
5/27/2023 0:00,34.9,41.3,9.34,,,,18.1,0.23,0.002
5/28/2023 0:00,34.9,41.3,9.32,,,,18.2,0.2,0.001
5/29/2023 0:00,34,42.2,10.9,,,,18,0.36,0.005
5/30/2023 0:00,34.8,41.4,9.56,,,,18.1,0.26,0.003
5/31/2023 0:00,34.9,41.3,9.31,,,,18.1,0.26,0.002
6/1/2023 0:00,34.9,41.3,9.34,0.67,0.67,0.014,18.1,0.22,0.001
6/2/2023 0:00,35,41.2,9.23,,,,18.1,0.28,0.003
6/3/2023 0:00,35,41.2,9.24,,,,18.1,0.22,0.002
6/4/2023 0:00,35.1,41.1,9.09,,,,18.2,0.17,0.001
6/5/2023 0:00,34.6,41.6,9.91,,,,18,0.32,0.005
6/6/2023 0:00,35,41.2,9.19,1.66,1.66,0.143,18.1,0.22,0.002
6/7/2023 0:00,35.1,41.1,9.09,,,,18.2,0.18,0.001
6/8/2023 0:00,35.1,41.1,9.06,,,,18.2,0.18,0.001
6/9/2023 0:00,35.1,41.1,9.11,,,,18.1,0.22,0.001
6/10/2023 0:00,34.9,41.3,9.44,,,,18.1,0.28,0.004
6/11/2023 0:00,34.9,41.3,9.37,,,,18.1,0.24,0.002
6/12/2023 0:00,35,41.2,9.18,,,,18.2,0.18,0.001
6/13/2023 0:00,35.1,41.1,9.13,,,,18.2,0.2,0.001
6/14/2023 0:00,35,41.2,9.19,,,,18.1,0.27,0.003
6/15/2023 0:00,34.8,41.4,9.52,,,,18.1,0.24,0.002
6/16/2023 0:00,34.9,41.2,9.3,,,,18.2,0.19,0.002
6/17/2023 0:00,35.2,41,8.89,,,,18.1,0.22,0.002
6/18/2023 0:00,35.2,41,8.96,,,,18.2,0.19,0.002
6/19/2023 0:00,35.1,41,8.98,,,,18.1,0.22,0.002
6/20/2023 0:00,35.2,40.9,8.83,,,,18.2,0.19,0.002
6/21/2023 0:00,35.3,40.9,8.78,,,,18.2,0.19,0.002
6/22/2023 0:00,35.2,41,8.96,,,,18.2,0.15,0.001
6/23/2023 0:00,,,,,,,18.2,0.17,0.002
6/24/2023 0:00,,,,,,,18.2,0.19,0.001
6/25/2023 0:00,35.2,41,8.84,,,,18.1,0.24,0.002
6/26/2023 0:00,35.2,41,8.92,,,,18.2,0.16,0.001
6/27/2023 0:00,35.2,41,8.92,,,,18.2,0.17,0.002
6/28/2023 0:00,35.2,41,8.92,,,,18.2,0.19,0.002
6/29/2023 0:00,35.1,41,8.98,,,,18.2,0.15,0.001
6/30/2023 0:00,35.2,41,8.94,,,,18.1,0.24,0.003
7/1/2023 0:00,35.1,41.1,9.03,,,,18.1,0.21,0.002
7/2/2023 0:00,35.2,41,8.9,,,,18.2,0.16,0.002
7/3/2023 0:00,35.2,41,8.9,,,,18.1,0.28,0.003
7/4/2023 0:00,35.2,41,8.96,,,,18.1,0.26,0.003
7/5/2023 0:00,35.2,41,8.97,,,,18.2,0.2,0.002
7/6/2023 0:00,35.1,41.1,9.01,,,,18.2,0.2,0.002
7/7/2023 0:00,35.2,41,8.94,,,,18.1,0.27,0.003
7/8/2023 0:00,35.2,41,8.97,,,,18.1,0.21,0.003
7/9/2023 0:00,,,,,,,18.1,0.25,0.003
7/10/2023 0:00,35.2,41,8.87,,,,18.2,0.16,0.001
7/11/2023 0:00,35.2,41,8.91,,,,18.1,0.21,0.002
7/12/2023 0:00,35.3,40.9,8.79,,,,18.2,0.19,0.002
7/13/2023 0:00,35.3,40.9,8.81,,,,18.2,0.18,0.001
7/14/2023 0:00,35.3,40.9,8.76,,,,18.2,0.2,0.002
7/15/2023 0:00,35.3,40.8,8.68,,,,18.2,0.2,0.002
7/16/2023 0:00,35.4,40.8,8.63,,,,18.2,0.15,0.001
7/17/2023 0:00,35.4,40.8,8.57,,,,18.2,0.16,0.001
7/18/2023 0:00,35.4,40.8,8.59,,,,18.2,0.2,0.002
7/19/2023 0:00,35.5,40.7,8.48,,,,18.2,0.16,0.001
7/20/2023 0:00,35.4,40.8,8.6,1.55,1.55,0.135,18.2,0.14,0.001
7/21/2023 0:00,,,,,,,18.2,0.14,0.001
7/22/2023 0:00,35.4,40.8,8.64,,,,18.2,0.16,0.001
7/23/2023 0:00,35.4,40.8,8.61,,,,18.1,0.23,0.002
7/24/2023 0:00,35.5,40.7,8.48,,,,18.1,0.22,0.002
7/25/2023 0:00,35.5,40.7,8.49,,,,18.2,0.19,0.002
7/26/2023 0:00,35.5,40.7,8.41,0.28,0.28,0.005,18.2,0.19,0.002
7/27/2023 0:00,35.6,40.6,8.32,,,,18.2,0.19,0.002
7/28/2023 0:00,35.5,40.6,8.38,,,,18.1,0.23,0.003
7/29/2023 0:00,35.5,40.7,8.45,,,,18.1,0.22,0.002
7/30/2023 0:00,35.6,40.6,8.32,,,,18.1,0.29,0.004
7/31/2023 0:00,35.6,40.6,8.34,1.26,1.26,0.094,18.1,0.28,0.003
8/1/2023 0:00,35.4,40.8,8.56,,,,18.1,0.27,0.003
8/2/2023 0:00,35.5,40.7,8.45,,,,18.1,0.29,0.003
8/3/2023 0:00,35.4,40.8,8.55,,,,18.2,0.16,0.001
8/4/2023 0:00,35.3,40.9,8.7,,,,18.2,0.17,0.002
8/5/2023 0:00,35.4,40.8,8.62,,,,18.2,0.2,0.002
8/6/2023 0:00,35.4,40.8,8.55,,,,18.2,0.17,0.001
8/7/2023 0:00,35.6,40.6,8.33,,,,18.2,0.19,0.002
8/8/2023 0:00,35.7,40.5,8.1,0.49,0.49,0.009,18.1,0.21,0.002
8/9/2023 0:00,35.7,40.5,8.1,,,,18.1,0.24,0.003
8/10/2023 0:00,35.6,40.6,8.35,,,,18.2,0.2,0.002
8/11/2023 0:00,35.7,40.5,8.2,,,,18.1,0.21,0.002
8/12/2023 0:00,35.7,40.5,8.18,,,,18.2,0.18,0.001
8/13/2023 0:00,35.8,40.4,8.04,,,,18.2,0.19,0.003
8/14/2023 0:00,35.7,40.4,8.07,,,,18.1,0.24,0.003
8/15/2023 0:00,35.6,40.6,8.23,,,,18.2,0.19,0.002
8/16/2023 0:00,35.7,40.5,8.19,,,,18.1,0.24,0.002
8/17/2023 0:00,35.7,40.5,8.14,,,,18.2,0.2,0.002
8/18/2023 0:00,35.9,40.3,7.91,,,,18.2,0.16,0.001
8/19/2023 0:00,35.9,40.3,7.83,,,,18.2,0.16,0.001
8/20/2023 0:00,26,50.2,31.5,,,,16.9,1.44,0.214
8/21/2023 0:00,,,,,,,17.9,0.41,0.019
8/22/2023 0:00,35.8,40.4,8.01,0.38,0.38,0.002,18.2,0.11,0
8/23/2023 0:00,35.9,40.3,7.9,,,,18.2,0.14,0.001
8/24/2023 0:00,35.9,40.3,7.9,,,,18.2,0.15,0.001
8/25/2023 0:00,35.9,40.3,7.88,0.44,0.44,0.003,18.2,0.19,0.002
8/26/2023 0:00,35.9,40.3,7.88,,,,18.1,0.23,0.003
8/27/2023 0:00,35.9,40.3,7.89,,,,18.1,0.22,0.002
8/28/2023 0:00,35.8,40.4,8.04,,,,18.1,0.21,0.002
8/29/2023 0:00,35.7,40.5,8.09,,,,18.1,0.21,0.002
8/30/2023 0:00,35.8,40.4,7.94,0.37,0.37,0.003,18.2,0.19,0.002
8/31/2023 0:00,35.8,40.4,7.97,0.44,0.44,0.004,18.1,0.22,0.003
9/1/2023 0:00,35.7,40.5,8.16,,,,18.1,0.23,0.003
9/2/2023 0:00,35.5,40.7,8.47,,,,18.1,0.27,0.003
9/3/2023 0:00,35.8,40.4,8.04,,,,18.2,0.19,0.001
9/4/2023 0:00,35.7,40.5,8.11,,,,18.1,0.21,0.002
9/5/2023 0:00,35.6,40.6,8.27,,,,18.1,0.24,0.002
9/6/2023 0:00,35.7,40.5,8.15,,,,18.1,0.21,0.002
9/7/2023 0:00,35.8,40.4,8.02,0.49,0.49,0.008,18.1,0.25,0.003
9/8/2023 0:00,35.8,40.4,7.94,,,,18.2,0.17,0.002
9/9/2023 0:00,35.8,40.4,8,0.37,0.37,0.008,18.3,0.04,0.001
9/10/2023 0:00,35.7,40.5,8.14,,,,18.2,0.19,0.002
9/11/2023 0:00,35.7,40.5,8.11,,,,18.2,0.17,0.001
9/12/2023 0:00,35.8,40.4,8,,,,18.2,0.17,0.002
9/13/2023 0:00,35.7,40.5,8.12,,,,18.1,0.24,0.003
9/14/2023 0:00,35.7,40.5,8.12,,,,18.1,0.21,0.002
9/15/2023 0:00,35.6,40.6,8.24,,,,18.1,0.26,0.003
9/16/2023 0:00,35.6,40.6,8.35,,,,18.1,0.29,0.003
9/17/2023 0:00,35.4,40.8,8.54,,,,18,0.31,0.004
9/18/2023 0:00,35.5,40.7,8.38,,,,18.1,0.2,0.001
9/19/2023 0:00,35.5,40.7,8.41,0.39,0.39,0.004,18.1,0.21,0.002
