FACILITYID,EMC_Group,RC,RC_WMAcf,EMC_Group_Area,Area_Rainfall,Trib_LU_Volume_RC,Trib_LU_Volume_RC_WMAcf,TotalVol_RC,TotalVol_RC_WMAcf,"Copper, Total - Dissolved - mg/L","Copper, Total - Total - mg/L",Fecal coliforms - Total - CFU/100 mL,"Lead, Total - Total - mg/L",TN - Total - mg/L,TP - Total - mg/L,TSS - Total - mg/L,"Zinc, Total - Dissolved - mg/L","Zinc, Total - Total - mg/L",RC_Group,RC_M,LSPC_LU_DESC,RC_WMA
DP04-12015-1,single family,0.405,0.04866224438852074,19.993330505969883,28.29,19.08938205046872,2.293659690285802,76.32652942260341,9.508340735679612,1.8358544679908717,3.5274343950804656,11981916843840.797,0.27037934202732566,618.6407689771344,120.30159203910547,14806.991804937441,3.6156508931451308,12.1978666307539,Single Family Residential,0.18097054271416224,RESSFH,0.405
DP04-12015-1,surface street,0.471,0.05945984615668794,2.5668996203314296,28.29,2.8502404176726635,0.3598192287566678,76.32652942260341,9.508340735679612,2.321603239339778,4.000824698486032,11389535673545.86,0.3714799666626048,676.9680017817965,138.35274166204368,12354.000451340537,7.823281354015979,16.898587049506627,Streets and Roads,0.18097054271416224,TRANS,0.471
DP05-12190-1,developed open space,0.217,0.02482463228887089,10.334746236607035,28.29,5.287023642857836,0.6048314186014396,44.59779148401875,5.34986736089604,0.04392167743174498,0.8032501570762838,7962608919348.379,0.1416521142781555,417.3415206247763,75.33970276377298,9422.240439740526,1.4639346981849497,1.7926621678955874,Developed Open Space,0.37104711657007117,OSDEV,0.21700000000000003
DP05-12190-1,single family,0.405,0.04866224438852074,37.438739875972665,28.29,35.74604084933025,4.295018705511491,44.59779148401875,5.34986736089604,1.0726945844103128,2.061089175879216,7001065462072.691,0.15798335924009527,361.4734251258216,70.2925359968832,8651.76417711736,2.1126343072496616,7.1272454893924815,Single Family Residential,0.37104711657007117,RESSFH,0.405
DP05-12190-1,surface street,0.471,0.05945984615668794,3.210359485880466,28.29,3.5647269918306663,0.4500172367831092,44.59779148401875,5.34986736089604,1.356518866506145,2.3376923727171652,6654935589383.251,0.21705671958409345,395.5541803513015,80.83987010234586,7218.4748905823635,4.571163829753441,9.873888768552508,Streets and Roads,0.37104711657007117,TRANS,0.471
DP06-12106-1,agriculture,0.222,0.03661967801020217,0.9587922173897684,28.29,0.5017982888541962,0.08277338632392378,63.30438361581368,9.07568212597056,0.9616113335588706,3.3497202752568644,375770242871.07104,0.24710511823891704,2724.655254676777,341.5602631574271,70231.53090568012,1.2080905540131093,10.873651963919496,Agriculture,0.40351939478435284,OSAGIR,0.222
DP06-12106-1,business,0.486,0.08802841737352897,17.50466510329721,28.29,20.05588251877726,3.632690529130429,63.30438361581368,9.07568212597056,1.806057256007887,2.6697264644477166,11334633236593.135,0.15742730383794998,605.60161203432,81.81092623832949,6486.43389160745,10.066925749427007,16.03558809381487,Commercial,0.40351939478435284,COMM,0.486
DP06-12106-1,developed open space,0.217,0.02482463228887089,8.342639998882115,28.29,4.2679069140281145,0.4882452524602657,63.30438361581368,9.07568212597056,0.062344672789134775,1.1401743088834582,11302533888785.906,0.2010682476388714,592.3958752510218,106.94102300936389,13374.409437550445,2.0779836991616336,2.544596263487269,Developed Open Space,0.40351939478435284,OSDEV,0.217
DP06-12106-1,developed open space,0.217,0.02482463228887089,8.342639998882115,28.29,4.2679069140281145,0.4882452524602657,63.30438361581368,9.07568212597056,0.062344672789134775,1.1401743088834582,11302533888785.906,0.2010682476388714,592.3958752510218,106.94102300936389,13374.409437550445,2.0779836991616336,2.544596263487269,Developed Open Space,0.40351939478435284,OSIRR,0.217
DP06-12106-1,multi-family,0.485,0.07334900151448209,4.68211659531509,28.29,5.353473588625833,0.8096328708450642,63.30438361581368,9.07568212597056,1.6935381079059264,2.506157697916715,11422390471914.945,0.17172184637305368,709.6655153771615,91.7666912206106,6519.932287842821,5.390981468994235,10.963019410138298,Multi-family Residential,0.40351939478435284,RESMF,0.485
DP06-12106-1,open space,0.078,0.00774399373093166,3.2803014533141934,28.29,0.6031982327426805,0.05988670939574837,63.30438361581368,9.07568212597056,0.04991134352425618,1.1005630550059082,427203158728.59033,0.34051825976546535,244.86391351469766,27.229789144078044,34796.0676856415,1.465511298673406,2.4311367255204708,Open Space,0.40351939478435284,OSLOW,0.078
DP06-12106-1,single family,0.405,0.04866224438852074,17.7532023146613,28.29,16.950535655009677,2.036669403852877,63.30438361581368,9.07568212597056,1.522637494245649,2.9256152718462336,9937669982812.713,0.22424965105802788,513.0938463463374,99.77681665401849,12280.756068785466,2.9987810646180906,10.116776359794814,Single Family Residential,0.40351939478435284,RESSFH,0.405
DP06-12106-1,surface street,0.471,0.05945984615668794,14.023625568464851,28.29,15.571588417775924,1.965783973962251,63.30438361581368,9.07568212597056,1.9255121800855504,3.3182399803649183,9446355558656.148,0.30810139663228375,561.4698114091709,114.74824151875927,10246.27203251293,6.4885434686410175,14.015502148986622,Streets and Roads,0.40351939478435284,TRANS,0.47100000000000003
I00-11437-1,agriculture,0.222,0.03661967801020217,6.141847467541048,28.29,3.214427999849621,0.5302311637003211,456.9876467967575,55.354050549466926,6.941770464476733,24.181276217886218,2712645621321.552,1.783825701246199,19668.99797530168,2465.6873976828715,506993.99008922756,8.721077875844438,78.49574293678461,Agriculture,0.3203016201747733,OSAGIR,0.222
I00-11437-1,business,0.422,0.05530696556692773,12.20482247374744,28.29,12.142150710344746,1.591340074041431,456.9876467967575,55.354050549466926,13.03773622395841,19.27247285090413,81823517965682.875,1.1364510483045196,4371.773955804744,590.5844197269458,46824.879904334906,72.67207175774664,115.75921365047428,Education,0.3203016201747733,EDU,0.422
I00-11437-1,business,0.486,0.08802841737352897,6.210860686173058,28.29,7.11606257687935,1.288921248094003,456.9876467967575,55.354050549466926,13.03773622395841,19.27247285090413,81823517965682.875,1.1364510483045196,4371.773955804744,590.5844197269458,46824.879904334906,72.67207175774664,115.75921365047428,Commercial,0.3203016201747733,COMM,0.486
I00-11437-1,business,0.486,0.08802841737352897,6.210860686173058,28.29,7.11606257687935,1.288921248094003,456.9876467967575,55.354050549466926,13.03773622395841,19.27247285090413,81823517965682.875,1.1364510483045196,4371.773955804744,590.5844197269458,46824.879904334906,72.67207175774664,115.75921365047428,Commercial,0.3203016201747733,UTIL,0.486
I00-11437-1,developed open space,0.217,0.02482463228887089,28.935515080463972,28.29,14.802758466076057,1.6934241280244635,456.9876467967575,55.354050549466926,0.45005959589034594,8.23079768878141,81591796170441,1.4514904037558962,4276.443139325405,771.9959291867902,96548.44652236273,15.000744443307067,18.369171170768414,Developed Open Space,0.3203016201747733,OSDEV,0.21699999999999997
I00-11437-1,developed open space,0.217,0.02482463228887089,28.935515080463972,28.29,14.802758466076057,1.6934241280244635,456.9876467967575,55.354050549466926,0.45005959589034594,8.23079768878141,81591796170441,1.4514904037558962,4276.443139325405,771.9959291867902,96548.44652236273,15.000744443307067,18.369171170768414,Developed Open Space,0.3203016201747733,OSIRR,0.21699999999999997
I00-11437-1,multi-family,0.485,0.07334900151448209,0.12077745675832276,28.29,0.13809543433925675,0.02088487056184166,456.9876467967575,55.354050549466926,12.225472399975043,18.091687233274673,82457028161477.36,1.2396418382946361,5123.000262560075,662.4540336690943,47066.70128213983,38.916924780311454,79.14087707466072,Multi-family Residential,0.3203016201747733,RESMF,0.485
I00-11437-1,open space,0.078,0.00774399373093166,150.64997512625078,28.29,27.702270676090624,2.750336031387407,456.9876467967575,55.354050549466926,0.3603047075545124,7.944848238486965,3083934398545.3765,2.4581652854554346,1767.6466814941616,196.56896652281185,251189.13069188752,10.579370992683058,17.550118771857733,Open Space,0.3203016201747733,OSFOR,0.078
I00-11437-1,open space,0.078,0.00774399373093166,150.64997512625078,28.29,27.702270676090624,2.750336031387407,456.9876467967575,55.354050549466926,0.3603047075545124,7.944848238486965,3083934398545.3765,2.4581652854554346,1767.6466814941616,196.56896652281185,251189.13069188752,10.579370992683058,17.550118771857733,Open Space,0.3203016201747733,OSLOW,0.078
I00-11437-1,single family,0.405,0.04866224438852074,342.63611785749356,28.29,327.1446823788616,39.307640702037425,456.9876467967575,55.354050549466926,10.991758953735559,21.119707074751236,71738988055700.73,1.618834502108673,3703.9701839721633,720.2782815849295,88653.47857770359,21.647883190764748,73.03193803907119,Single Family Residential,0.3203016201747733,RESSFH,0.405
I00-11437-1,surface street,0.471,0.05945984615668794,58.29270413962416,28.29,64.72719855431622,8.171272331620035,456.9876467967575,55.354050549466926,13.90006868080426,23.954023300134963,68192241215936.48,2.2241513806732613,4053.1911568790692,828.3554134886865,73966.75359789502,46.84010871771627,101.17642696927422,Streets and Roads,0.3203016201747733,TRANS,0.471
I00-11453-1,business,0.422,0.05530696556692773,24.44795844802723,28.29,24.322418181396607,3.1876756987272965,285.66181536626675,34.99743415687861,8.149855743603705,12.04717374698503,51147672908818.68,0.7103926589900755,2732.784777312737,369.17281823432785,29270.11329855195,45.427127166914936,72.3607899437877,Education,0.35420958136593284,EDU,0.422
I00-11453-1,business,0.486,0.08802841737352897,2.163212500850382,28.29,2.478489906786821,0.44892498759405186,285.66181536626675,34.99743415687861,8.149855743603705,12.04717374698503,51147672908818.68,0.7103926589900755,2732.784777312737,369.17281823432785,29270.11329855195,45.427127166914936,72.3607899437877,Commercial,0.35420958136593284,COMM,0.486
I00-11453-1,developed open space,0.217,0.02482463228887089,13.28202051095935,28.29,6.7947828479453065,0.7773179063731298,285.66181536626675,34.99743415687861,0.2813311083706888,5.145050694850539,51002824204148.63,0.907322958574483,2673.193726467662,482.57269125908283,60352.188287131525,9.376927187325757,11.482522164869666,Developed Open Space,0.35420958136593284,OSDEV,0.217
I00-11453-1,multi-family,0.485,0.07334900151448209,5.8799250161261645,28.29,6.723032764375954,1.0167582276621123,285.66181536626675,34.99743415687861,7.642111693754957,11.309067661503853,51543678520463.09,0.7748969592797633,3202.3744304310057,414.0983310622877,29421.275226587288,24.32687066957081,49.47076091288898,Multi-family Residential,0.35420958136593284,RESMF,0.485
I00-11453-1,open space,0.078,0.00774399373093166,58.015293742190025,28.29,10.668142289782612,1.0591541924713266,285.66181536626675,34.99743415687861,0.22522555602210678,4.966304420970568,1927759546530.4797,1.536592865990178,1104.9514434388036,122.87476087192948,157017.68653197688,6.613137891990189,10.970534594105024,Open Space,0.35420958136593284,OSLOW,0.078
I00-11453-1,single family,0.405,0.04866224438852074,192.3634855689547,28.29,183.66625147766837,22.06817781562915,285.66181536626675,34.99743415687861,6.870920557266135,13.201875160665793,44843858918673.52,1.0119293287058526,2315.342338535005,450.2441213207559,55417.063910929624,13.532036707025112,45.65207866381612,Single Family Residential,0.35420958136593284,RESSFH,0.405
I00-11453-1,surface street,0.471,0.05945984615668794,45.9379519204518,28.29,51.00869789831107,6.439425328421545,285.66181536626675,34.99743415687861,8.68889756847254,14.973599022219691,42626796492602.67,1.390311369477965,2533.6394802276072,517.8028615090602,46236.4294913233,29.279632791052208,63.24512709020664,Streets and Roads,0.35420958136593284,TRANS,0.471
I00-11468-1,agriculture,0.222,0.03661967801020217,1.4572295451783095,28.29,0.762662940912246,0.12580392489423553,121.0074160343327,14.411544025586178,1.8381365721760228,6.403047811137539,718291270133.5126,0.4723456755920468,5208.225293744781,652.8983066247282,134248.77699794492,2.309285833407807,20.785172398106333,Agriculture,0.2298262367245765,OSAGIR,0.222
I00-11468-1,business,0.486,0.08802841737352897,2.6467087956844653,28.29,3.0324533691114977,0.5492635202508457,121.0074160343327,14.411544025586178,3.4523094496251923,5.103227968253879,21666346014533.754,0.3009249938565611,1157.6178778272365,156.38298996094562,12398.92973706904,19.243101389954077,30.652301925876777,Commercial,0.2298262367245765,COMM,0.486
I00-11468-1,developed open space,0.217,0.02482463228887089,10.745604512916158,28.29,5.497209492706365,0.6288765173793824,121.0074160343327,14.411544025586178,0.11917291231368395,2.1794627649174845,21604987560147.508,0.38434540712048315,1132.374885261754,204.41960134967047,25565.41323970634,3.9721015139021096,4.86403944099527,Developed Open Space,0.2298262367245765,OSDEV,0.217
I00-11468-1,multi-family,0.485,0.07334900151448209,0.12077745675832276,28.29,0.13809543433925675,0.02088487056184166,121.0074160343327,14.411544025586178,3.237227166400789,4.790563463028444,21834095476388.656,0.3282492573082576,1356.5378155425474,175.4136056361923,12462.962496543283,10.304953625502236,20.955999805733487,Multi-family Residential,0.2298262367245765,RESMF,0.485
I00-11468-1,open space,0.078,0.00774399373093166,117.22134574605936,28.29,21.555247162514124,2.140047421733229,121.0074160343327,14.411544025586178,0.09540638997965757,2.103745173120178,816606171749.1876,0.6509064992528165,468.0615742867151,52.05020940542738,66513.28072868878,2.8013500059937146,4.6471595864004644,Open Space,0.2298262367245765,OSFOR,0.078
I00-11468-1,open space,0.078,0.00774399373093166,117.22134574605936,28.29,21.555247162514124,2.140047421733229,121.0074160343327,14.411544025586178,0.09540638997965757,2.103745173120178,816606171749.1876,0.6509064992528165,468.0615742867151,52.05020940542738,66513.28072868878,2.8013500059937146,4.6471595864004644,Open Space,0.2298262367245765,OSLOW,0.078
I00-11468-1,single family,0.405,0.04866224438852074,71.88172631734908,28.29,68.63177376622593,8.246360858838894,121.0074160343327,14.411544025586178,2.9105477095211887,5.592363816464974,18996026773124.137,0.428657057713679,980.787695624563,190.72509791277844,23474.876050454975,5.732221485392884,19.338391687462572,Single Family Residential,0.2298262367245765,RESSFH,0.405
I00-11468-1,surface street,0.471,0.05945984615668794,19.26360859300582,28.29,21.38997386852328,2.7003069119277487,121.0074160343327,14.411544025586178,3.6806495876943117,6.342872687026203,18056870816904.86,0.5889411088701982,1073.259183317215,219.34323355768316,19585.924888928454,12.402962229784027,26.790872963319494,Streets and Roads,0.2298262367245765,TRANS,0.4709999999999999
I00-11518-1,agriculture,0.222,0.03661967801020217,6.141847467541048,28.29,3.214427999849621,0.5302311637003211,497.3721315476381,60.54421987484759,7.555222109027319,26.31820133505984,2952365002133.447,1.9414642771139727,21407.16826144936,2683.5828174171556,551797.5886220618,9.491768810177112,85.43249528853795,Agriculture,0.32701033649553674,OSAGIR,0.222
I00-11518-1,business,0.422,0.05530696556692773,12.20482247374744,28.29,12.142150710344746,1.591340074041431,497.3721315476381,60.54421987484759,14.18989485103093,20.975601789759775,89054349338720.28,1.2368804370463728,4758.112273459562,642.7749934979208,50962.844380428156,79.09418008887373,125.98897857127669,Education,0.32701033649553674,EDU,0.422
I00-11518-1,business,0.486,0.08802841737352897,8.68188588849135,28.29,9.94722734730952,1.8017256803258104,497.3721315476381,60.54421987484759,14.18989485103093,20.975601789759775,89054349338720.28,1.2368804370463728,4758.112273459562,642.7749934979208,50962.844380428156,79.09418008887373,125.98897857127669,Commercial,0.32701033649553674,COMM,0.486
I00-11518-1,business,0.486,0.08802841737352897,8.68188588849135,28.29,9.94722734730952,1.8017256803258104,497.3721315476381,60.54421987484759,14.18989485103093,20.975601789759775,89054349338720.28,1.2368804370463728,4758.112273459562,642.7749934979208,50962.844380428156,79.09418008887373,125.98897857127669,Commercial,0.32701033649553674,UTIL,0.486
I00-11518-1,developed open space,0.217,0.02482463228887089,30.175992615466964,28.29,15.43735886223905,1.7660219228867589,497.3721315476381,60.54421987484759,0.48983184140862485,8.958162041144325,88802150041795.39,1.5797601556570882,4654.356971260785,840.2180311375055,105080.53550471034,16.32637619608838,19.992474378704227,Developed Open Space,0.32701033649553674,OSDEV,0.217
I00-11518-1,developed open space,0.217,0.02482463228887089,30.175992615466964,28.29,15.43735886223905,1.7660219228867589,497.3721315476381,60.54421987484759,0.48983184140862485,8.958162041144325,88802150041795.39,1.5797601556570882,4654.356971260785,840.2180311375055,105080.53550471034,16.32637619608838,19.992474378704227,Developed Open Space,0.32701033649553674,OSIRR,0.21699999999999997
I00-11518-1,multi-family,0.485,0.07334900151448209,2.572304232011673,28.29,2.9411405050792463,0.44480354507497377,497.3721315476381,60.54421987484759,13.305850408373775,19.69046889030888,89743843504805.69,1.3491903069809859,5575.725248524799,720.9958017199211,51226.03577077686,42.35605484511304,86.13464061683888,Multi-family Residential,0.32701033649553674,RESMF,0.485
I00-11518-1,open space,0.078,0.00774399373093166,150.71226370561445,28.29,27.713724611506912,2.7514732006702047,497.3721315476381,60.54421987484759,0.39214521805823954,8.646942933571651,3356464963788.7773,2.6753959681258785,1923.8555001660022,213.93997531633266,273386.9815290351,11.514281267660209,19.101041447527884,Open Space,0.32701033649553674,OSFOR,0.078
I00-11518-1,open space,0.078,0.00774399373093166,150.71226370561445,28.29,27.713724611506912,2.7514732006702047,497.3721315476381,60.54421987484759,0.39214521805823954,8.646942933571651,3356464963788.7773,2.6753959681258785,1923.8555001660022,213.93997531633266,273386.9815290351,11.514281267660209,19.101041447527884,Open Space,0.32701033649553674,OSLOW,0.078
I00-11518-1,single family,0.405,0.04866224438852074,364.25472434927906,28.29,347.7858576246373,41.78775407062068,497.3721315476381,60.54421987484759,11.96311239176385,22.986078068106952,78078638786932.73,1.7618926300971578,4031.2939715205534,783.9300399704113,96487.8808396231,23.560929669666834,79.48584813650943,Single Family Residential,0.32701033649553674,RESSFH,0.40499999999999997
I00-11518-1,surface street,0.471,0.05945984615668794,70.41739570523829,28.29,78.19024388667175,9.870870217527411,497.3721315476381,60.54421987484759,15.128432544928115,26.07086583508596,74218462153891.375,2.4207020055009756,4411.3759735031945,901.5580630544445,80503.27434125515,50.97941898025709,110.11749550959401,Streets and Roads,0.32701033649553674,TRANS,0.4709999999999999
I01-11010-1,business,0.486,0.08802841737352897,8.22822736580391,28.29,9.427450363233,1.7075792908290164,13.781103913280134,2.2571919666364915,0.3931712354934105,0.581188469504302,2467503031075.8516,0.034271276475020575,131.83697982346513,17.809902116327926,1412.0699765337308,2.191528325780475,3.490881566315682,Commercial,0.4811590690639667,COMM,0.486
I01-11010-1,surface street,0.471,0.05945984615668794,3.9208592985274295,28.29,4.353653550047134,0.5496126758074752,13.781103913280134,2.2571919666364915,0.41917608109238147,0.7223671942867839,2056432747938.6758,0.06707240668489156,122.22966836165014,24.980220166635632,2230.571273874993,1.4125292227762833,3.0511171656639635,Streets and Roads,0.4811590690639667,TRANS,0.471
I01-11010-2,business,0.486,0.08802841737352897,2.149094554621521,28.29,2.4623143404848347,0.4459951326523143,22.748211511762342,3.0819393510485553,0.649000434335758,0.9593569800849489,4073061288126.3716,0.05657095766331049,217.6208467019899,29.398473656061455,2330.87760586757,3.617514983021902,5.762333172492574,Commercial,0.44007765333543475,COMM,0.48600000000000004
I01-11010-2,developed open space,0.217,0.02482463228887089,1.0289922708445414,28.29,0.5264092934379733,0.0602208163273826,22.748211511762342,3.0819393510485553,0.022403342742359045,0.40971769816394227,4061526498407.226,0.07225318002221047,212.87541081972526,38.42888709674682,4806.047817742383,0.7467162620743822,0.9143918747419673,Developed Open Space,0.44007765333543475,OSDEV,0.217
I01-11010-2,multi-family,0.485,0.07334900151448209,4.393651076498562,28.29,5.023645720229999,0.7597513351368489,22.748211511762342,3.0819393510485553,0.6085670672615178,0.9005791090239659,4104596547404.835,0.06170765213025088,255.0158507881082,32.97604340151195,2342.915138805126,1.9372305630038136,3.9395231436561002,Multi-family Residential,0.44007765333543475,RESMF,0.485
I01-11010-2,open space,0.078,0.00774399373093166,0.02178322567170631,28.29,0.00400560845264171,3.9768470186954234e-4,22.748211511762342,3.0819393510485553,0.01793546883287848,0.3954835309549035,153513978940.68323,0.12236406002738508,87.99100122410422,9.784930639707575,12503.846689265289,0.5266264212826527,0.8736205818192002,Open Space,0.44007765333543475,OSLOW,0.078
I01-11010-2,single family,0.405,0.04866224438852074,7.603586745782996,28.29,7.259809580039283,0.8722929086370264,22.748211511762342,3.0819393510485553,0.5471545222689337,1.0513097388310266,3571067369916.599,0.08058333724037081,184.37850075132033,35.85445429799515,4413.047258662577,1.0776016136481161,3.6354286276048664,Single Family Residential,0.44007765333543475,RESSFH,0.405
I01-11010-2,surface street,0.471,0.05945984615668794,6.729236969348501,28.29,7.4720269691176116,0.9432814735931137,22.748211511762342,3.0819393510485553,0.6919261485411387,1.1923980711703996,3394515229273.0366,0.11071517227299499,201.76223663939965,41.234384091206245,3681.9624501396106,2.331635675085196,5.036422268379262,Streets and Roads,0.44007765333543475,TRANS,0.471
I01-11015-1,business,0.486,0.08802841737352897,1.3541777617842958,28.29,1.551542399675548,0.28102844018799555,2.59758044222727,0.4104394319518438,0.07410828030836104,0.10954737814418271,465096094985.729,0.006459743578008342,24.849762581191776,3.3569628170914934,266.1590375619845,0.4130780199798583,0.6579912422004961,Commercial,0.43525713917388614,COMM,0.486
I01-11015-1,developed open space,0.217,0.02482463228887089,0.4361982598168796,28.29,0.22314921526146972,0.02552809776228608,2.59758044222727,0.4104394319518438,0.002558200450966252,0.046784982592355945,463778956530.068,0.008250470469618024,24.307889149461094,4.388130710295829,548.794607845173,0.08526628817630508,0.10441288754208752,Developed Open Space,0.43525713917388614,OSDEV,0.217
I01-11015-1,surface street,0.471,0.05945984615668794,0.7410859116477905,28.29,0.8228888272902526,0.10388289400156216,2.59758044222727,0.4104394319518438,0.07900989622796331,0.13615795278763848,387614048948.1122,0.012642381402399512,23.03889427103065,4.708485746548551,420.4371690738204,0.2662456002252753,0.5751006832504323,Streets and Roads,0.43525713917388614,TRANS,0.471
I01-11015-2,business,0.486,0.08802841737352897,3.8276474505566833,28.29,4.385507928238067,0.7943401693453928,54.54901687828192,5.934822585626107,1.5562689677071182,2.300487670069901,9766987125005.387,0.1356541863873951,521.8433648585846,70.49599634815354,5589.322123101234,8.674611002463456,13.817772413539053,Commercial,0.09429730712790513,COMM,0.48599999999999993
I01-11015-2,business,0.486,0.08802841737352897,3.8276474505566833,28.29,4.385507928238067,0.7943401693453928,54.54901687828192,5.934822585626107,1.5562689677071182,2.300487670069901,9766987125005.387,0.1356541863873951,521.8433648585846,70.49599634815354,5589.322123101234,8.674611002463456,13.817772413539053,Commercial,0.09429730712790513,UTIL,0.48600000000000004
I01-11015-2,developed open space,0.217,0.02482463228887089,5.566055141602744,28.29,2.8474685742032775,0.32574820418761213,54.54901687828192,5.934822585626107,0.053722039675557845,0.98248152919272,9739327304858.57,0.17325933225577603,510.4640587578562,92.15045366402222,11524.650339755382,1.790586392346562,2.1926637082160307,Developed Open Space,0.09429730712790513,OSDEV,0.217
I01-11015-2,multi-family,0.485,0.07334900151448209,0.18058267317075172,28.29,0.20647597122002287,0.03122640479530231,54.54901687828192,5.934822585626107,1.4593118762963027,2.159541421222286,9842607021090.512,0.14797171003231224,611.51462134406,79.07482076812622,5618.187495090768,4.645377181576586,9.446769665587235,Multi-family Residential,0.09429730712790513,RESMF,0.485
I01-11015-2,open space,0.078,0.00774399373093166,231.2604285304985,28.29,42.52532390033072,4.221997970384607,54.54901687828192,5.934822585626107,0.04300831261300296,0.9483487435478942,368118461706.65375,0.2934225915860504,210.99780123060478,23.463749945451212,29983.567883721535,1.2628225092879446,2.094896288362236,Open Space,0.09429730712790513,OSLOW,0.078
I01-11015-2,single family,0.405,0.04866224438852074,2.9611595486678315,28.29,2.827278122573687,0.3397078986543181,54.54901687828192,5.934822585626107,1.3120478176863963,2.5209855578379488,8563232064830.184,0.19323461191489183,442.12996455899855,85.97709897552312,10582.255632402952,2.5840320932729437,8.717566981670982,Single Family Residential,0.09429730712790513,RESSFH,0.405
I01-11015-2,surface street,0.471,0.05945984615668794,1.5823037392215238,28.29,1.7569623817161435,0.22180193825887456,54.54901687828192,5.934822585626107,1.6592025766851637,2.8593079713661345,8139869300909.917,0.26548917034109343,483.8152505374641,98.87788816249284,8829.152644989887,5.591139933284939,12.077076177259936,Streets and Roads,0.09429730712790513,TRANS,0.471
