jurisdicti,EMC_Group,RC,EMC_Group_Area,RC_Group,Juris_LU_Volume,"Copper, Total - Dissolved - mg/L","Copper, Total - Total - mg/L",Fecal coliforms - Total - CFU/100 mL,"Lead, Total - Total - mg/L",TN - Total - mg/L,TP - Total - mg/L,TSS - Total - mg/L,"Zinc, Total - Dissolved - mg/L","Zinc, Total - Total - mg/L"
DANA POINT,developed open space,0.217,812.3868306572933,Developed Open Space,415.5988238605815,0.40960537708916545,7.458658212448917,74420814153180.45,1.320891746197303,3839.20860112543,695.8270482949675,86190.68909324882,13.694294731304531,16.681831059556732
DANA POINT,highway/arterial,0.45,52.36644150676027,Freeway,55.55424863348429,3.9704475431181403,4.245959605952562,1263546230154.3867,0.3826117655516057,551.8352977495251,125.79780799391021,3835.2863845714783,26.679218178357416,27.428949063535132
DANA POINT,multi-family,0.485,427.3359009687976,Multi-family Residential,488.61052746896104,13.071247428237742,19.320649107845117,88223132551841.16,1.3256253233360906,5451.510272728937,706.2144496786794,49836.42125954542,41.62053769566341,84.58148403951793
DANA POINT,open space,0.078,136.1628092608208,Open Space,25.038298180926034,0.019910443638345786,0.4267862875545286,172404965522.98456,0.1351746940294501,90.66730125509702,10.225367179187089,12961.179464320621,0.60468639394351,0.9536994761796371
DANA POINT,single family,0.405,1438.7518159334993,Single Family Residential,1373.702249455606,33.36107377098958,62.005306717761975,221541262621469.72,4.891167890402754,10392.421602833918,2025.4343222117109,242563.7927417074,67.83443516614625,217.40927694524265
DANA POINT,surface street,0.471,701.1575647210418,Streets and Roads,778.5530896088621,23.754844627112828,40.446706453811956,117218626127042.16,3.797196237632678,6748.235277145792,1379.7316267529475,121075.86361994196,80.85512155835224,171.74308275917036
LAGUNA BEACH,agriculture,0.222,162.94633459290824,Agriculture,85.28040840421743,1.4051459734655916,3.339578937313857,801735366965.5995,0.3437986121758575,1175.8738093008185,217.53011549095652,38242.83995303563,2.224472996521815,13.428764403388179
LAGUNA BEACH,business,0.414,22.089434616369793,Light Industrial,21.559398632749996,0.6165465655392756,0.90234638552418,3889108254562.7935,0.053737008587760544,203.86275905831087,27.344919715819955,2121.318603946632,3.45922807780986,5.445196736142602
LAGUNA BEACH,business,0.422,54.680814564051886,Education,54.400028581265474,1.5557090138900347,2.2768570681813882,9813242187677.156,0.13559259480481173,514.3993164346047,68.99841871439388,5352.644322340599,8.728541528802788,13.739662368262772
LAGUNA BEACH,business,0.486,226.96410478445577,Commercial,260.04298823626624,7.436599416372012,10.88383096917445,46909255184630.27,0.6481596509288495,2458.931343988562,329.8262051326796,25586.707596449476,41.72416966111498,65.67832688291783
LAGUNA BEACH,developed open space,0.217,355.7116241091355,Developed Open Space,181.97406338269127,0.17934977332207186,3.2658474095136745,32585890946229.97,0.5783655403818385,1681.0355304444752,304.6747683585763,37739.44732171397,5.996182651016464,7.3043050371804705
LAGUNA BEACH,highway/arterial,0.45,57.28668115054294,Freeway,60.77400786558224,4.343502363020071,4.644900954228265,1382266350797.971,0.41856115456635606,603.684570503247,137.61750290124306,4195.641749031223,29.185940865048583,30.006114872143286
LAGUNA BEACH,multi-family,0.485,234.87001939179856,Multi-family Residential,268.54744429734006,7.184147482074899,10.618909434789224,48488715332085.125,0.7285829360284437,2996.2292439453245,388.1457212341981,27390.821134173646,22.87525216934982,46.48721240483652
LAGUNA BEACH,open space,0.078,2084.0995014906416,Open Space,383.2346368316066,0.30474801369329374,6.53236440966533,2638819694243.4136,2.068975471130998,1387.7480816754885,156.5088349483288,198383.00786361514,9.255292388701163,14.597264948247338
LAGUNA BEACH,single family,0.405,1877.8150846611957,Single Family Residential,1792.9143701459514,43.541858209237354,80.92743932219602,289148913814272.44,6.38380347777319,13563.8724037325,2643.535237362628,316586.8803491145,88.53544037531833,283.75597185826945
LAGUNA BEACH,surface street,0.471,551.5925913983584,Streets and Roads,612.4787606183876,18.687663038118416,31.81895874611721,92214544916583.03,2.98721060450544,5308.7590738147255,1085.4190009883405,95248.98928600804,63.60779412819242,135.10830780462746
LAGUNA HILLS,agriculture,0.222,11.201015957602184,Agriculture,5.8622197166504675,0.09659046649235607,0.22956439653569644,55111706940.762085,0.02363289576782455,80.83017844500912,14.953133502269614,2628.8327482060554,0.15291143304048527,0.9231002633414104
LAGUNA HILLS,business,0.414,7.301468432653245,Light Industrial,7.126269697611729,0.20379404741349644,0.29826266555238395,1285510545879.6062,0.017762295807154105,67.38504292702775,9.038622833313097,701.1832168324561,1.1434174323664648,1.799861914485956
LAGUNA HILLS,business,0.422,73.2326405853135,Education,72.85659097590792,2.08352198075045,3.049337444359803,13142628613642.666,0.18159575420624494,688.9220754687112,92.40784796187117,7168.662006302444,11.689916284331066,18.401184473942223
LAGUNA HILLS,business,0.486,287.1573790390245,Commercial,329.0091312470671,9.40886401132264,13.770337727985746,59350084385739.18,0.8200584261389542,3111.0658694124068,417.2995932296627,32372.572299976906,52.789859497139034,83.09691184550108
LAGUNA HILLS,developed open space,0.217,347.40437576847,Developed Open Space,177.72426204469446,0.1751612593521955,3.1895771848858017,31824883798459.277,0.5648584580994754,1641.7768200892576,297.5594288747227,36858.084611327096,5.856148491315511,7.133721137787811
LAGUNA HILLS,highway/arterial,0.45,99.7787458348112,Freeway,105.85277698750532,7.565270139734285,8.090229394191768,2407554428399.201,0.729026472105301,1051.4641119870453,239.69449038809233,7307.734769804195,50.83444383644333,52.262977173523296
LAGUNA HILLS,multi-family,0.485,194.21609113193236,Multi-family Residential,222.0642508991123,5.940634933726338,8.780869894971262,40095746490730.75,0.6024716575887173,2477.608395490965,320.96112123164824,22649.71164624891,18.915747831472757,38.440686062303335
LAGUNA HILLS,open space,0.078,134.8476536851397,Open Space,24.79646079789191,0.01971813465832836,0.42266408730947913,170739757872.57288,0.13386908236126477,89.79157309242967,10.126603436487457,12835.99133451894,0.5988459101370252,0.9444879801005626
LAGUNA HILLS,single family,0.405,1721.6556194272923,Single Family Residential,1643.8152647339361,39.92090886827935,74.19749783299801,265103234277968.44,5.852925147212089,12435.898154100818,2423.698336293102,290259.4542147637,81.17281604867848,260.1587704169419
LAGUNA HILLS,surface street,0.471,621.6059754309248,Streets and Roads,690.2203970139288,21.059679177135177,35.85772397420096,103919293035599,3.3663758190149125,5982.597326118106,1223.1907160865928,107338.89797874278,71.68150104015733,152.2575407490635
LAGUNA NIGUEL,agriculture,0.222,1.56619189939035,Agriculture,0.8196900234244305,0.013505846858113723,0.032099043479946035,7706042853.515779,0.003304490418619746,11.302150732222529,2.090835032322421,367.57884915769574,0.021380975498890863,0.12907330551468205
LAGUNA NIGUEL,business,0.414,65.54446404635526,Light Industrial,63.971724631562964,1.8294363300700045,2.6774705306182263,11539884138757.86,0.1594501393317233,604.9079803783673,81.13870446624327,6294.443175300005,10.264330179194628,16.15715874560866
LAGUNA NIGUEL,business,0.422,97.36789873637672,Education,96.86791457636542,2.7701876597006003,4.054306619595124,17474040561082.795,0.24144420937424974,915.9699055689157,122.86267313160886,9531.235672047416,15.54255828974893,24.46565700988131
LAGUNA NIGUEL,business,0.486,588.4083428461148,Commercial,674.1659167742218,19.279511811585486,28.216518865267577,121613050369999.31,1.6803650359820272,6374.821774847332,855.0801060531152,66333.97924316199,108.17062702598882,170.2721913616442
LAGUNA NIGUEL,developed open space,0.217,2273.768629900868,Developed Open Space,1163.2088712631112,1.1464339670677781,20.875846855982726,208294504843553,3.6970099743842306,10745.462323437316,1947.5324494976282,241236.90544220735,38.32860971350784,46.69034839207917
LAGUNA NIGUEL,highway/arterial,0.45,81.32050618965789,Freeway,86.2708920039533,6.165757968567876,6.59360411901061,1962176845965.8247,0.5941626269327197,856.9519802203619,195.35299954062242,5955.864504090704,41.4304937395501,42.59476026854084
LAGUNA NIGUEL,multi-family,0.485,713.0656450417872,Multi-family Residential,815.3103452202165,21.81107989707073,32.23902107798227,147211794698426.4,2.211978619454667,9096.555380118234,1178.4108495362004,83158.5640042135,69.44929150970452,141.13522954308078
LAGUNA NIGUEL,open space,0.078,1601.083171284556,Open Space,294.4151789516606,0.23411882007444507,5.018406615198885,2027239966942.7966,1.5894643256039624,1066.1199707422068,120.23593960551918,152405.2451104491,7.110261711721835,11.214164793333733
LAGUNA NIGUEL,single family,0.405,2765.7103961667035,Single Family Residential,2640.6657148800164,64.12994064292106,119.19270544625039,425868427359411.4,9.402284489981081,19977.336014451088,3893.489272893963,466280.004577505,130.3980300698216,417.92551766852876
LAGUNA NIGUEL,surface street,0.471,1230.535222676706,Streets and Roads,1366.3647768938174,41.689877559125485,70.98418306658714,205719306844367.34,6.66409941634372,11843.188488939935,2421.4362790708988,212488.77898024995,141.90116461332568,301.4100156935773
LAGUNA WOODS,business,0.486,12.041827738900428,Commercial,13.796863922706471,0.3945568803498849,0.577453504352925,2488821617100.6016,0.03438881611347024,130.46128018442988,17.499288487731732,1357.5306349639186,2.213721258191717,3.4846351552126835
LAGUNA WOODS,developed open space,0.217,159.54874427870422,Developed Open Space,81.62154772623882,0.08044446450652809,1.4648434795987986,14615878788596.117,0.2594165876167291,754.0015276195,136.65698113396994,16927.42385079996,2.6894915644980713,3.2762288818349248
LAGUNA WOODS,multi-family,0.485,513.4434853080536,Multi-family Residential,587.0648630576621,15.705085441366545,23.213732789256706,105999969952253.47,1.5927369656592347,6549.981942254317,848.5156702160766,59878.39020492156,50.00701763275673,101.62453437523969
LAGUNA WOODS,open space,0.078,7.606460732802005,Open Space,1.3987140318512967,0.0011122567794385396,0.023841555232335828,9631055700.963732,0.007551261668184385,5.064945931197572,0.5712195154403951,724.0501512957711,0.033779585895444726,0.053276497861898774
LAGUNA WOODS,single family,0.405,0.02174854940853365,Single Family Residential,0.020765243118400323,5.042947318605773e-4,9.37288461990626e-4,3348875770.506528,7.393617533739703e-5,0.15709456780556572,0.030616995886660496,3.6666578437932444,0.001025403094871989,0.003286415592427467
LAGUNA WOODS,surface street,0.471,63.34840427341328,Streets and Roads,70.34095950812332,2.1462101767227826,3.654291761058797,10590505315626.537,0.3430702804479348,609.6916841207001,124.65642714007345,10939.000222297049,7.305123963245401,15.516698079295073
LAKE FOREST,agriculture,0.222,9.323612435697246,Agriculture,4.8796524224086895,0.08040092773430134,0.19108708267493127,45874427652.8457,0.01967178349771721,67.28222330743334,12.446837144248413,2188.213800901421,0.1272819308581499,0.7683793262381717
LAKE FOREST,business,0.414,176.41649416282718,Light Industrial,172.18338038539014,4.924027503174095,7.206557733112141,31060226556510.902,0.42916873276715967,1628.1427690673438,218.38924142739003,16941.83656621584,27.62700361486766,43.48787259159904
LAKE FOREST,business,0.422,31.57801829265465,Education,31.415865168721865,0.8984176276511371,1.3148786228224794,5667120063651.024,0.07830434629095208,297.06417421915825,39.84639485893427,3091.1372054809517,5.040708450710135,7.93461679492125
LAKE FOREST,business,0.486,446.9698423493028,Commercial,512.113462022502,14.64520423574206,21.433980571810398,92380345405320.64,1.2764477328605683,4842.475669067118,649.5404506841616,50388.96644684754,82.16914103353574,129.34305819196788
LAKE FOREST,developed open space,0.217,706.5654571516634,Developed Open Space,361.46299015600505,0.3562502487646492,6.487094633664916,64726771273724.92,1.1488326069301693,3339.1139269946193,605.1887326622956,74963.50426079065,11.91047817622194,14.508858519020972
LAKE FOREST,highway/arterial,0.45,65.57838499331527,Freeway,69.57046917978333,4.972183140318038,5.3172063194188315,1582336296943.5205,0.47914391244392923,691.0621872988515,157.53633140939715,4802.921104627276,33.410329032861924,34.34921544971375
LAKE FOREST,multi-family,0.485,393.8112778265768,Multi-family Residential,450.2788924259351,12.045804344619103,17.804938682544613,81302002675971.86,1.2216296391638124,5023.837739167272,650.8117249616722,45926.73981762695,38.35539465932959,77.94604252663265
LAKE FOREST,open space,0.078,239.37101783335802,Open Space,44.01673961428704,0.03500209187146884,0.7502802608424379,303083876579.7732,0.23763393448472658,159.39098424492542,17.975955128197477,22785.448813356412,1.0630244658876125,1.676581260033882
LAKE FOREST,single family,0.405,763.0034724954239,Single Family Residential,728.5061779952247,17.692151524358245,32.882852911014474,117488472166776.5,2.593899825950186,5511.342319629954,1074.1348188368727,128637.20769207184,35.97417498510918,115.29718428491408
LAKE FOREST,surface street,0.471,471.33898790216574,Streets and Roads,523.3665637342765,15.968713720961084,27.189480144167664,78797849986805.33,2.5525883504141667,4536.364642833233,927.4966730039855,81390.79985638993,54.35321970345224,115.45081288413569
MISSION VIEJO,agriculture,0.222,1.0056725477006214,Agriculture,0.5263338129273357,0.00867228302224058,0.020611220660632954,4948152108.437044,0.002121857033891698,7.257260573110526,1.3425528471931747,236.02724407984502,0.013729007352588168,0.08287967780169121
MISSION VIEJO,business,0.414,131.66885329269357,Light Industrial,128.50945915793537,3.675059171770064,5.378630821394066,23181871021268.676,0.32031106377374785,1215.1680738084815,162.99530906484054,12644.578410491386,20.61947723847926,32.45727302000275
MISSION VIEJO,business,0.422,541.2776372046723,Education,538.4981765376263,15.399743144462965,22.53828557499559,97139894257447.6,1.342211887725773,5091.965962819946,683.0055724359769,52985.067883356605,86.40259609554612,136.00697140258808
MISSION VIEJO,business,0.486,967.7263810671973,Commercial,1108.7676624758358,31.708068760417472,46.40632652440303,200011027300952.03,2.763614069911339,10484.357132466359,1406.3083683532107,109096.24660362782,177.90293204086387,280.038333151029
MISSION VIEJO,developed open space,0.217,2358.4073845349944,Developed Open Space,1206.508153761951,1.189108820598108,21.65292929813963,216048058681552.3,3.834627459288782,11145.451371163475,2020.0273898215326,250216.7070719401,39.75535373237937,48.428349738993425
MISSION VIEJO,highway/arterial,0.45,527.0756977309144,Freeway,559.1614308302837,39.96312044275201,42.7361886248432,12717772904005.98,3.8510419552211808,5554.300926793531,1266.1728678441928,38602.70411700447,268.53013364403796,276.07628186502114
MISSION VIEJO,multi-family,0.485,591.6165993004826,Multi-family Residential,676.4470244326805,18.096225790011115,26.748084341960855,122138742711829.83,1.8352353358581126,7547.233830089626,977.7044010310493,68995.03177719521,57.62071690382932,117.09713562049014
MISSION VIEJO,open space,0.078,458.209331553236,Open Space,84.2578229326668,0.06700178352650864,1.4362031791063892,580169904231.5223,0.4548841679338759,305.10977062947416,34.40997351256816,43616.41340045954,2.0348650991582975,3.2093491743834237
MISSION VIEJO,single family,0.405,4019.2983846991287,Single Family Residential,3837.57585648092,93.19752610186423,173.21808137686054,618897873238087.4,13.663971077897632,29032.278464427924,5658.25516911527,677626.4325481842,189.5023399246722,607.3547542858557
MISSION VIEJO,surface street,0.471,1778.868533688389,Streets and Roads,1975.2244896082475,60.267117914701124,102.61512821393075,297388969428773.2,9.633659027913502,17120.578877611508,3500.441697069885,307174.95584369893,205.13310953854722,435.71998816054526
ORANGE CO,agriculture,0.222,1020.3162614579069,Agriculture,533.9978201779174,8.79856113382891,20.911343017788525,5020202721003.86,2.152753638466652,7362.934379895496,1362.1019137787905,239464.06395638315,13.928917009367241,84.08649833268706
ORANGE CO,business,0.414,353.11185864083166,Light Industrial,344.63893959274486,9.8558386612057909,14.424507229992816,62169551555944.59,0.8590158738676158,3258.859224281881,437.12370157640356,33910.453935016616,55.29767860662126,87.04448862350709
ORANGE CO,business,0.422,154.31672747791563,Education,153.52431108231653,4.3904233293779935,6.4256016392210364,27694309831041.156,0.38266082294746034,1451.7051320821224,194.72296201227698,15105.893388060007,24.633136413908577,38.77520388505103
ORANGE CO,business,0.486,817.736260007596,Commercial,936.9172312224031,26.793562795728956,39.21370403368344,169010861567078.25,2.3352752160600088,8859.362685382532,1188.3414238292694,92187.17028271475,150.32935046273153,236.63455258618447
ORANGE CO,developed open space,0.217,5639.918138865754,Developed Open Space,2885.255221685595,2.8436462887427925,51.781023714965116,516659408809080.4,9.170165046654855,26653.33977762499,4830.712959757126,598370.6437302136,95.07133589495585,115.81202209563843
ORANGE CO,highway/arterial,0.45,167.96733726491033,Freeway,178.19234892091174,12.735360325781633,13.61907566421429,4052872215171.416,1.2272416764777283,1770.032541924981,403.50121632327784,12301.825809219297,85.57459909033118,87.97938919684064
ORANGE CO,multi-family,0.485,428.56775754560744,Multi-family Residential,490.0190168806782,13.108927159978228,19.37634362969029,88477448292256.06,1.3294466270674996,5467.2250272529145,708.2502133776867,49980.08183932367,41.740514821326215,84.82530220961364
ORANGE CO,open space,0.078,79657.55021431607,Open Space,14647.82862115951,11.647946840409354,249.67720860205955,100859825622709,79.0794860638499,53041.90727065552,5982.013032469692,7582509.567926185,353.7517847270838,557.9303506262604
ORANGE CO,single family,0.405,4675.315001722693,Single Family Residential,4463.932322207305,108.40891872229217,201.49016492874307,719912341492133.25,15.89415934054418,33770.83113700979,6581.77690326414,788226.3824245809,220.43228641202137,706.4851927615276
ORANGE CO,surface street,0.471,1765.6561276712425,Streets and Roads,1960.5536651839134,59.81948864008505,101.85296242607863,295180136266174.75,9.562105783760252,16993.41712557885,3474.442441888761,304893.4380372701,203.60949951371674,432.483712244513
RANCHO SANTA MARGARITA,agriculture,0.222,21.80230699764532,Agriculture,11.410564401822644,0.18800928518299626,0.44683745366896827,107272622272.37961,0.046000438774820226,157.3325466014064,29.10564616881837,5116.912504972583,0.29763568047913225,1.796775882398172
RANCHO SANTA MARGARITA,business,0.414,106.57065756257336,Light Industrial,104.01349463435942,2.974533936634772,4.353377500357539,18763034510337.445,0.2592546364405067,983.5375446533316,131.92578831108298,10234.318915287178,16.68907408965175,26.270396087831717
RANCHO SANTA MARGARITA,business,0.422,108.94411167686872,Education,108.38468366340798,3.0995393520960794,4.536329107125145,19551554989257.625,0.27014986716535117,1024.8709172119516,137.46999736339083,10664.418324210503,17.390435944881308,27.374415018947953
RANCHO SANTA MARGARITA,business,0.486,429.12782234486394,Commercial,491.6710568125161,14.0606009757776,20.57838479352043,88692732026137.42,1.2254948411294058,4649.175048818597,623.6122725012981,48377.55345615843,78.88913571961527,124.17997734614
RANCHO SANTA MARGARITA,developed open space,0.217,1571.6413066083799,Developed Open Space,804.0163305314484,0.7924214250511433,14.429499465265978,143974300395700.13,2.5553935041045786,7427.3222983353535,1346.1450753342995,166744.2677700601,26.492944558411992,32.27262404272287
RANCHO SANTA MARGARITA,highway/arterial,0.45,362.9351177645791,Freeway,385.0287930584979,27.517906605390362,29.427392911758233,8757236249915.343,2.6517602149968313,3824.594587919827,871.8645175250582,26581.147689129135,184.90515896863153,190.10130480696554
RANCHO SANTA MARGARITA,multi-family,0.485,452.88425128267505,Multi-family Residential,517.8221918634696,13.852714203153928,20.47573743667423,93497567700192.19,1.4048780612145546,5777.42975169532,748.4356019764606,52815.90027322605,44.108828697870564,89.63820260542896
RANCHO SANTA MARGARITA,open space,0.078,3180.22245527831,Open Space,584.795206188852,0.46502888929040254,9.9680327003676,4026695290249.428,3.157144007761938,2117.628073159253,238.82396737589593,302721.6771091173,14.123072657357016,22.274632156890625
RANCHO SANTA MARGARITA,single family,0.405,1166.1175684021223,Single Family Residential,1113.3944778407415,27.039364117062096,50.25569851380568,179560613309297.25,3.964322924800136,8423.124318660473,1641.6275000447265,196599.50871431618,54.98024448264823,176.2116124350165
RANCHO SANTA MARGARITA,surface street,0.471,812.8400055457195,Streets and Roads,902.5633174578697,27.53858620369048,46.889176916037,135889553939383.16,4.402024831727391,7823.11405608428,1599.499341617549,140361.18357425308,93.73396332397655,199.09882652117327
SAN CLEMENTE,agriculture,0.222,5.993887585146538,Agriculture,3.1369909760002184,0.0516874897905228,0.12284449835580151,29491376253.621826,0.012646435026966035,43.25384455486788,8.001720700831788,1406.74096283245,0.08182596503724063,0.49396940681370366
SAN CLEMENTE,business,0.414,255.28235121673973,Light Industrial,249.15685119929404,7.125282272676758,10.428202935435563,44945500715779.86,0.6210258495919847,2355.993503761757,316.01874471311,24515.575445918977,39.97747757852712,62.92884583881873
SAN CLEMENTE,business,0.422,164.9993025705095,Education,164.15203115180992,4.694350373910923,6.870413897411882,29611448363220.023,0.40915051750578374,1552.199416397415,208.20265859439988,16151.598821916888,26.338365223567894,41.459417281761205
SAN CLEMENTE,business,0.486,507.8940615064909,Commercial,581.9170815007544,16.6414186285754,24.355539044087326,104972247310174.66,1.4504339262259796,5502.529258756594,738.0760542518286,57257.23393168789,93.36920484538642,146.97316223283548
SAN CLEMENTE,developed open space,0.217,3064.993591100268,Developed Open Space,1567.9817588510973,1.5453695312154923,28.14021443561183,280776730759421,4.983493803507816,14484.663356526591,2625.2338948093775,325182.4127547502,51.666181678655136,62.93763433362194
SAN CLEMENTE,highway/arterial,0.45,237.6955458490501,Freeway,252.16526220261102,18.022184988541785,19.27275669590081,5735339317323.749,1.7367059865871757,2504.825390902553,571.0065029693938,17408.677474303084,121.0991456601439,124.50223525081624
SAN CLEMENTE,multi-family,0.485,678.1089996038748,Multi-family Residential,775.3413537845754,20.741834460999833,30.658566267230075,139995025040073.19,2.1035407037393634,8650.61458442825,1120.6415676561119,79081.87841820285,66.04467613368723,134.2163515796827
SAN CLEMENTE,open space,0.078,2127.193350077535,Open Space,391.1589491790075,0.3110494233668061,6.667437002208625,2693383737980.5293,2.111756593442646,1416.4431634917364,159.74503745735024,202485.06119502874,9.446668169243715,14.899099061739811
SAN CLEMENTE,single family,0.405,3158.4572880766495,Single Family Residential,3015.655537939484,73.23676357737786,136.11875983981056,486344210160028.25,10.73746333423437,22814.233413105325,4446.387296032338,532494.4653581384,148.91530544763572,477.2733612973006
SAN CLEMENTE,surface street,0.471,1537.6196005231125,Streets and Roads,1707.3458960778548,52.09373262707621,88.69853475050093,257057280913796.94,8.327148783368758,14798.697686744783,3025.7141896501093,265516.0985481971,177.31309760633363,376.6279415523768
SAN JUAN CAPISTRANO,agriculture,0.222,410.85833035715393,Agriculture,215.02887006737188,3.5429819885698532,8.420525872574038,2021522331770.8335,0.8668653034176756,2964.8874962853383,548.4876985806283,96426.77394661638,5.60886050955886,33.85973507977132
SAN JUAN CAPISTRANO,business,0.414,539.6326124538084,Light Industrial,526.6841279179793,15.061889977701036,22.043820759351256,95008753459453.31,1.3127652578385267,4980.253916103035,668.0211929304975,51822.63466563608,84.5070196282316,133.02313033725284
SAN JUAN CAPISTRANO,business,0.422,201.77457956709435,Education,200.7384671010173,5.740633798326144,8.40170142543363,36211289688986.44,0.5003425612305827,1898.1558089558566,254.60716044350605,19751.489920607328,32.20869716827421,50.69995061069586
SAN JUAN CAPISTRANO,business,0.486,760.5164174726307,Commercial,871.3578827371791,24.9187242700311,36.46978514472619,157184585347558.25,2.171867908993156,8239.442348459932,1105.1890524905496,85736.51421510687,139.81028437438025,220.07641214468356
SAN JUAN CAPISTRANO,developed open space,0.217,1386.4426412857074,Developed Open Space,709.272860322339,0.6990442723411132,12.729159806970552,127008693700372.17,2.254271699565294,6552.103397693553,1187.5183770957544,147095.49949744286,23.371075750271768,28.469690845407786
SAN JUAN CAPISTRANO,highway/arterial,0.45,228.47695998404564,Freeway,242.38549492307442,17.323227592439064,18.525298169398468,5512904699237.714,1.6693510296298066,2407.680331408916,548.8610628506204,16733.51384210382,116.40253736460744,119.67364436601477
SAN JUAN CAPISTRANO,multi-family,0.485,429.40463662254126,Multi-family Residential,490.97589395625585,13.13452541525544,19.41418048578986,88650221264446.81,1.3320426834588268,5477.901066580745,709.633238055521,50077.67967308119,41.82202296770304,84.99094350988402
SAN JUAN CAPISTRANO,open space,0.078,1913.4187885481401,Open Space,351.8490139321747,0.279790180246388,5.997385818746595,2422709270332.253,1.8995333652139776,1274.0961990299875,143.69128976314224,182136.10929009627,8.497315189308836,13.401798231521274
SAN JUAN CAPISTRANO,single family,0.405,2527.578285161291,Single Family Residential,2413.3001519434365,58.60824966431503,108.9300219043648,389200471177805.9,8.59273268116701,18257.25526992366,3558.253587691266,426132.5466355774,119.1705500652224,381.94145877958147
SAN JUAN CAPISTRANO,surface street,0.471,822.243247403035,Streets and Roads,913.0045126595004,27.85716302657702,47.431608720603435,137461575902939.05,4.45294912663442,7913.614810285392,1618.0029574056882,141984.9350475109,94.8183134068546,201.40207735345652
