Station,area_acres,station,Rain_Gage_Total,Rain_Event_Total,HSN,Fraction,Sample Type,Collected Date,Composite Begin.x,Composite End.x,Composite Start Time,Composite End Time,Composite Begin.y,Composite End.y,Stormflow Volume -cf,Stormwater Volume (acre-ft)_RC,RC,RC_Group,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Acenaphthene,Acenaphthylene,Aldrin,"Ammonia, as Nitrogen",Anthracene,"Arsenic, Total",Azinphos Methyl,Benz[a]anthracene,Benzo[a]pyrene,Benzo[b]fluoranthene,"Benzo[g,h,i]perylene",Benzo[k]fluoranthene,BHC-alpha,BHC-beta,BHC-delta,BHC-gamma,Biphenyl,Bolstar (Sulprofos),"Cadmium, Total",Chlordane-alpha,Chlordane-gamma,Chloride,Chlorpyrifos,"Chromium, Total",Chrysene,"Copper, Total",Demeton,Diazinon,"Dibenz[a,h]anthracene",Dibenzothiophene,Dichlorvos,Dieldrin,Dimethoate,Dissolved Organic Carbon,Disulfoton,E. coli,Endosulfan-I,Endosulfan-II,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Enterococcus,Ethoprop (Ethoprofos),Ethyl Parathion,Fecal coliforms,Fenchlorphos (Ronnel),Fensulfothion,Fenthion,Fluoranthene,Fluorene,"Hardness as CaCO3, Total",Heptachlor,Heptachlor Epoxide,"Indeno[1,2,3-cd]pyrene","Iron, Total","Lead, Total","Magnesium, Total",Malathion,"Manganese, Total",MBAS,"Mercury, Total",Merphos,Methoxychlor,Methyl Parathion,Mevinphos (Phosdrin),Mirex,Naphthalene,"Nickel, Total",Nitrate + Nitrite as N,"Nitrogen, Total Kjeldahl",Orthophosphate as P,Phenanthrene,Phorate,Pyrene,"Selenium, Total","Silver, Total",Sulfate,Temperature,Tetrachlorvinphos (Stirofos),"Thallium, Total",TN,Tokuthion (Prothiofos),Total Coliforms,Total Dissolved Solids,Total Organic Carbon (TOC),Toxaphene,TP,trans-Nonachlor,Trichloronate,TSS,VSS,"Zinc, Total",<NA>
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,2.16,2573001,Total,Composite,2022-11-09T10:30:00Z,2022-11-07,2022-11-08,2022-11-07T18:00:00Z,2022-11-08T05:00:00Z,2022-11-07,2022-11-08,1073.7,1.1612204526174696,0.485,Multi-family Residential,8.875119182947913e-6,8.875119182947913e-6,8.875119182947913e-6,8.875119182947913e-6,8.875119182947913e-6,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,0.4437559591473957,2.2187797957369783e-5,0.015975214529306246,4.4375595914739566e-5,NA,NA,2.2187797957369783e-5,8.875119182947913e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,NA,1.7750238365895826e-5,0.0039938036323265615,8.875119182947913e-6,8.875119182947913e-6,2662.5357548843745,4.437559591473957e-6,0.009762631101242706,5.4848236550618104e-5,0.39938036323265613,8.875119182947913e-6,4.437559591473957e-6,2.2187797957369783e-5,4.703813166962394e-5,2.6625357548843736e-5,8.875119182947913e-6,4.4375595914739566e-5,NA,8.875119182947913e-6,NA,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,NA,8.875119182947913e-6,8.875119182947913e-5,NA,1.7750238365895826e-5,8.875119182947913e-6,1.7750238365895826e-5,7.570476663054562e-5,4.481935187388696e-5,3061.9161181170302,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.1300286039074994,0.009762631101242706,0.37186749376551764,2.2187797957369783e-5,0.17750238365895826,1.420019069271666,2.2187797957369786e-4,8.875119182947913e-6,2.2187797957369783e-5,8.875119182947913e-6,4.4375595914739566e-5,2.2187797957369783e-5,1.2602669239786035e-4,0.024850333712254157,11.537654937832288,9.762631101242706,NA,6.46996188436903e-5,4.4375595914739566e-5,7.543851305505725e-5,0.03816301248667603,8.875119182947915e-4,1331.2678774421872,NA,1.7750238365895826e-5,8.875119182947915e-4,21.300286039074994,2.6625357548843736e-5,NA,7898.8560728236425,115.37654937832286,7.162221180638965e-4,4.342595816216414,8.875119182947913e-6,8.875119182947913e-6,76.32602497335206,44.37559591473956,0.39938036323265613,NA
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,2.16,2573001,Total,Composite,2022-11-09T10:30:00Z,2022-11-07,2022-11-08,2022-11-07T18:00:00Z,2022-11-08T05:00:00Z,2022-11-07,2022-11-08,1073.7,4.021856195041441,0.471,Streets and Roads,8.875119182947913e-6,8.875119182947913e-6,8.875119182947913e-6,8.875119182947913e-6,8.875119182947913e-6,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,0.4437559591473957,2.2187797957369783e-5,0.015975214529306246,4.4375595914739566e-5,NA,NA,2.2187797957369783e-5,8.875119182947913e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,NA,1.7750238365895826e-5,0.0039938036323265615,8.875119182947913e-6,8.875119182947913e-6,2662.5357548843745,4.437559591473957e-6,0.009762631101242706,5.4848236550618104e-5,0.39938036323265613,8.875119182947913e-6,4.437559591473957e-6,2.2187797957369783e-5,4.703813166962394e-5,2.6625357548843736e-5,8.875119182947913e-6,4.4375595914739566e-5,NA,8.875119182947913e-6,NA,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,NA,8.875119182947913e-6,8.875119182947913e-5,NA,1.7750238365895826e-5,8.875119182947913e-6,1.7750238365895826e-5,7.570476663054562e-5,4.481935187388696e-5,3061.9161181170302,2.2187797957369783e-5,2.2187797957369783e-5,2.2187797957369783e-5,2.1300286039074994,0.009762631101242706,0.37186749376551764,2.2187797957369783e-5,0.17750238365895826,1.420019069271666,2.2187797957369786e-4,8.875119182947913e-6,2.2187797957369783e-5,8.875119182947913e-6,4.4375595914739566e-5,2.2187797957369783e-5,1.2602669239786035e-4,0.024850333712254157,11.537654937832288,9.762631101242706,NA,6.46996188436903e-5,4.4375595914739566e-5,7.543851305505725e-5,0.03816301248667603,8.875119182947915e-4,1331.2678774421872,NA,1.7750238365895826e-5,8.875119182947915e-4,21.300286039074994,2.6625357548843736e-5,NA,7898.8560728236425,115.37654937832286,7.162221180638965e-4,4.342595816216414,8.875119182947913e-6,8.875119182947913e-6,76.32602497335206,44.37559591473956,0.39938036323265613,NA
J01-9046-2,46.36377902,ELTORO,27.13,NA,2570001,Total,Grab,2022-11-08T08:38:00Z,NA,NA,NA,NA,NA,NA,2.52,0.2706038286936891,0.422,Education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544591725046.8171,NA,NA,NA,NA,NA,2324476875199.829,NA,NA,1062618000091.3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5180262750445.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01-9046-2,46.36377902,ELTORO,27.13,NA,2570001,Total,Grab,2022-11-08T08:38:00Z,NA,NA,NA,NA,NA,NA,2.52,0.03881222458807582,0.486,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544591725046.8171,NA,NA,NA,NA,NA,2324476875199.829,NA,NA,1062618000091.3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5180262750445.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01-9046-2,46.36377902,ELTORO,27.13,NA,2570001,Total,Grab,2022-11-08T08:38:00Z,NA,NA,NA,NA,NA,NA,2.52,21.20282909162148,0.405,Single Family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544591725046.8171,NA,NA,NA,NA,NA,2324476875199.829,NA,NA,1062618000091.3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5180262750445.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01-9046-2,46.36377902,ELTORO,27.13,NA,2570001,Total,Grab,2022-11-08T08:38:00Z,NA,NA,NA,NA,NA,NA,2.52,11.408956193338833,0.471,Streets and Roads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544591725046.8171,NA,NA,NA,NA,NA,2324476875199.829,NA,NA,1062618000091.3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5180262750445.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01-9046-2,46.36377902,ELTORO,27.13,NA,2570001,Total,Grab,2022-11-08T08:38:00Z,NA,NA,NA,NA,NA,NA,2.52,4.0900246992323925,0.217,Developed Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544591725046.8171,NA,NA,NA,NA,NA,2324476875199.829,NA,NA,1062618000091.3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5180262750445.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01-9046-2,46.36377902,ELTORO,27.13,NA,2570001,Total,Grab,2022-11-08T08:38:00Z,NA,NA,NA,NA,NA,NA,2.52,0.00266780703930154,0.217,Developed Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544591725046.8171,NA,NA,NA,NA,NA,2324476875199.829,NA,NA,1062618000091.3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5180262750445.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01-9046-2,46.36377902,ELTORO,27.13,NA,2570001,Total,Grab,2022-11-08T08:38:00Z,NA,NA,NA,NA,NA,NA,2.52,0.6757871674385633,0.078,Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544591725046.8171,NA,NA,NA,NA,NA,2324476875199.829,NA,NA,1062618000091.3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5180262750445.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01-9046-2,46.36377902,ELTORO,27.13,4.34,2572005,Dissolved,Composite,2022-11-08T13:51:00Z,2022-11-07,2022-11-08,2022-11-07T16:38:00Z,2022-11-08T12:53:00Z,2022-11-07,2022-11-08,69701.7,0.2706038286936891,0.422,Education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026355077913692612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026355077913692688,NA,NA,NA,NA,0.05563849781779567,NA,0.3221176189451328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.183741117528566,0.027672831809377317,NA,NA,0.6076309630101369,NA,3.660427488012873e-4,NA,NA,NA,NA,NA,NA,0.056370583315398244,NA,NA,NA,NA,NA,NA,0.0029283419904102986,0.0014641709952051493,NA,NA,NA,0.0014641709952051493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9443902919073212,NA
J01-9046-2,46.36377902,ELTORO,27.13,4.34,2572005,Dissolved,Composite,2022-11-08T13:51:00Z,2022-11-07,2022-11-08,2022-11-07T16:38:00Z,2022-11-08T12:53:00Z,2022-11-07,2022-11-08,69701.7,0.03881222458807582,0.486,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026355077913692612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026355077913692688,NA,NA,NA,NA,0.05563849781779567,NA,0.3221176189451328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.183741117528566,0.027672831809377317,NA,NA,0.6076309630101369,NA,3.660427488012873e-4,NA,NA,NA,NA,NA,NA,0.056370583315398244,NA,NA,NA,NA,NA,NA,0.0029283419904102986,0.0014641709952051493,NA,NA,NA,0.0014641709952051493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9443902919073212,NA
